assessid,stockid,mgmt,assessor,years,start_year,report_year,method,methodshort,methodlong,country,region,area,areaid,stocklong,class,order,family,genus,species,species_orig,comm_name,assess_if_mostrecent,assesssource,state_of_stock,primary_country,primary_FAOarea,assess_notes,M,M_year,M_notes,M_source,M_source_notes,B_start,B_end,F_start,F_end,C_start,C_end,terminal_year,assess_order,ty,ty_minus1
WGHANSA-HMACKIXa-1992-2014-ICESIMP2016,HMACKIXa,ICES,WGHANSA,1992-2014,1992,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Portugese Waters -East,multinational-ICES-IXa,Horse mackerel Portugese Waters -East,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus trachurus,Trachurus trachurus,Horse mackerel,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/hom-soth.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1992,2014,1992,2013,1992,2013,2013,5,2012,2011
WGHANSA-HMACKIXa-1992-2015-ICESIMP2016,HMACKIXa,ICES,WGHANSA,1992-2015,1992,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),Portugese Waters -East,multinational-ICES-IXa,Horse mackerel Portugese Waters -East,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus trachurus,Trachurus trachurus,Horse mackerel,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/hom-soth.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1992,2015,1992,2014,1992,2014,2014,4,2012,2011
WGHANSA-HMACKIXa-1992-2016-ICESIMP2016,HMACKIXa,ICES,WGHANSA,1992-2016,1992,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Portugese Waters -East,multinational-ICES-IXa,Horse mackerel Portugese Waters -East,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus trachurus,Trachurus trachurus,Horse mackerel,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/hom-soth.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1992,2016,1992,2015,1992,2015,2015,3,2012,2011
WGHANSA-HMACKIXa-1992-2017-ICESIMP2018,HMACKIXa,ICES,WGHANSA,1992-2017,1992,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Portugese Waters -East,multinational-ICES-IXa,Horse mackerel Portugese Waters -East,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus trachurus,Trachurus trachurus,Horse mackerel,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hom.27.9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1992,2017,1992,2016,1992,2016,2016,2,2012,2011
WGHANSA-HMACKIXa-1992-2018-ICESIMP2018,HMACKIXa,ICES,WGHANSA,1992-2018,1992,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),Portugese Waters -East,multinational-ICES-IXa,Horse mackerel Portugese Waters -East,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus trachurus,Trachurus trachurus,Horse mackerel,999,,Current,Portugal,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1992,2018,NA,NA,1992,2017,2017,1,2012,2011
NIWA-HOKIENZ-1970-2012-CORDUE,HOKIENZ,MFish,NIWA,1970-2012,1970,2012,Integrated Analysis,CASAL,CASAL,New Zealand,New Zealand,Eastern New Zealand,New Zealand-MFish-ENZ,Hoki Eastern New Zealand,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus novaezelandiae,Macruronus novaezelandiae,Hoki,0,http://fs.fish.govt.nz/Page.aspx?pk=61&tk=212,Current,New Zealand,81,,0.29,NULL,mean male and female for ages 3-12 incl.,NA,NA,1970,2012,1970,2012,1972,2012,2012,2,2012,2011
NIWA-HOKIENZ-1970-2015-FU,HOKIENZ,MFish,NIWA,1970-2015,1970,2015,Integrated Analysis,CASAL,CASAL,New Zealand,New Zealand,Eastern New Zealand,New Zealand-MFish-ENZ,Hoki Eastern New Zealand,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus novaezelandiae,Macruronus novaezelandiae,Hoki,999,http://fs.fish.govt.nz/Doc/24005/FAR-2016-01-hoki-assessment-2015.pdf.ashx,Current,New Zealand,81,,0.29,NULL,mean male and female for ages 3-12 incl.,NA,NA,1970,2015,1972,2015,1972,2015,2015,1,2012,2011
NIWA-HOKIWNZ-1970-2012-CORDUE,HOKIWNZ,MFish,NIWA,1970-2012,1970,2012,Integrated Analysis,CASAL,CASAL,New Zealand,New Zealand,Western New Zealand,New Zealand-MFish-WNZ,Hoki Western New Zealand,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus novaezelandiae,Macruronus novaezelandiae,Hoki,0,http://fs.fish.govt.nz/Page.aspx?pk=61&tk=212,Current,New Zealand,81,,0.29,NULL,mean of male and females ages 3-12 incl.,NA,NA,1970,2012,1970,2012,1972,2012,2012,2,2012,2011
NIWA-HOKIWNZ-1970-2015-FU,HOKIWNZ,MFish,NIWA,1970-2015,1970,2015,Integrated Analysis,CASAL,CASAL,New Zealand,New Zealand,Western New Zealand,New Zealand-MFish-WNZ,Hoki Western New Zealand,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus novaezelandiae,Macruronus novaezelandiae,Hoki,999,http://fs.fish.govt.nz/Doc/24005/FAR-2016-01-hoki-assessment-2015.pdf.ashx,Current,New Zealand,81,,0.29,NULL,mean male and female for ages 3-12 incl.,NA,NA,1970,2015,1972,2015,1972,2015,2015,1,2012,2011
FAFRFJ-JMACKPJPN-1982-2009-ONO,JMACKPJPN,FAJ,FAFRFJ,1982-2009,1982,2009,VPA,VPA,Virtual Population Analysis,Japan,Japan,Pacific Coast of Japan,Japan-FAJ-PJPN,Japanese jack mackerel Pacific Coast of Japan,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus japonicus,Trachurus japonicus,Japanese jack mackerel,0,http://abchan.job.affrc.go.jp/digests22/details/2203.pdf,Current,Japan,61,in japanese,0.5,NULL,,NA,NA,1982,2009,1982,2009,1982,2009,2009,2,2009,2008
FAFRFJ-JMACKPJPN-1982-2013-JPNIMP2016,JMACKPJPN,FAJ,FAFRFJ,1982-2013,1982,2013,Unknown,Unknown,Unknown,Japan,Japan,Pacific Coast of Japan,Japan-FAJ-PJPN,Japanese jack mackerel Pacific Coast of Japan,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus japonicus,Trachurus japonicus,Japanese jack mackerel,999,http://abchan.job.affrc.go.jp/digests25/details/2503.pdf,Current,Japan,61,Imported from Japanese data dump received 2016,0.5,NULL,,NA,NA,1982,2013,1982,2013,1982,2013,2013,1,2009,2008
FAFRFJ-JMACKTSST-1973-2010-ONO,JMACKTSST,FAJ,FAFRFJ,1973-2010,1973,2010,VPA,VPA,Virtual Population Analysis,Japan,Japan,Tsushima Strait,Japan-FAJ-TSST,Japanese jack mackerel Tsushima Strait,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus japonicus,Trachurus japonicus,Japanese jack mackerel,0,,Current,Japan,61,in japanese,0.5,NULL,,NA,NA,1973,2010,1973,2010,1973,2010,2010,2,2010,2009
FAFRFJ-JMACKTSST-1973-2013-JPNIMP2016,JMACKTSST,FAJ,FAFRFJ,1973-2013,1973,2013,Unknown,Unknown,Unknown,Japan,Japan,Tsushima Strait,Japan-FAJ-TSST,Japanese jack mackerel Tsushima Strait,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus japonicus,Trachurus japonicus,Japanese jack mackerel,999,http://abchan.job.affrc.go.jp/digests25/details/2504.pdf,Current,Japan,61,Imported from Japanese data dump received 2016,0.5,NULL,,NA,NA,1973,2013,1973,2013,1973,2013,2013,1,2010,2009
NWFSC-KELPGREENLINGORECOAST-1915-2015-SISIMP2016,KELPGREENLINGORECOAST,NMFS,NWFSC,1915-2015,1915,2015,Integrated Analysis,SS3,Stock Synthesis v3.0 model,USA,US West Coast,Oregon Coast,USA-NMFS-ORECOAST,Kelp greenling Oregon Coast,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,Hexagrammos decagrammus,Kelp greenling,999,,Current,USA,67,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1915,2015,1915,2014,1915,2014,2014,1,2004,2003
NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,KELPGREENLINGORECOAST,NMFS,NWFSC,1979-2005,1979,2005,Integrated Analysis,SS2,Stock Synthesis v2.0 model,USA,US West Coast,Oregon Coast,USA-NMFS-ORECOAST,Kelp greenling Oregon Coast,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,Hexagrammos decagrammus,Kelp greenling,0,http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html,Current,USA,67,Assessment for Oregon  Coast only,0.26,NULL,both sexes,NA,NA,1979,2005,1980,2004,1980,2004,2004,2,2004,2003
WGDEEP-LINGI-II-1988-2014-ICESIMP2018,LINGI-II,ICES,WGDEEP,1988-2014,1988,2014,Unknown,Unknown,Unknown,multinational,Europe (non-EU),North-East Arctic,multinational-ICES-I-II,Ling North-East Arctic,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lin-arct.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,2000,2014,NA,NA,1988,2014,2014,2,2014,2013
WGDEEP-LINGI-II-1988-2016-ICESIMP2018,LINGI-II,ICES,WGDEEP,1988-2016,1988,2016,Unknown,Unknown,Unknown,multinational,Europe (non-EU),North-East Arctic,multinational-ICES-I-II,Ling North-East Arctic,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.1-2.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016,2016,1,2014,2013
WGDEEP-LINGNEATL-1988-2014-ICESIMP2018,LINGNEATL,ICES,WGDEEP,1988-2014,1988,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Northeast Atlantic,multinational-ICES-IIIa-IVa-VI-VII-VIII-IX-XII-XIV,Ling Northeast Atlantic,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lin-oth.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,2000,2014,NA,NA,1988,2014,2014,2,2014,2013
WGDEEP-LINGNEATL-1988-2016-ICESIMP2018,LINGNEATL,ICES,WGDEEP,1988-2016,1988,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Northeast Atlantic,multinational-ICES-IIIa-IVa-VI-VII-VIII-IX-XII-XIV,Ling Northeast Atlantic,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.3a4a6-91214.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016,2016,1,2014,2013
WGDEEP-LINGVa-1979-2014-ICESIMP2016,LINGVa,ICES,WGDEEP,1979-2014,1979,2014,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Ling Iceland Grounds,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/lin-icel.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1982,2014,1982,2013,1982,2013,2013,5,2013,2012
WGDEEP-LINGVa-1979-2017-ICESIMP2018,LINGVa,ICES,WGDEEP,1979-2017,1979,2017,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Ling Iceland Grounds,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.5a.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1982,2017,1982,2016,1982,2016,2016,2,2013,2012
WGDEEP-LINGVa-1979-2018-ICESIMP2018,LINGVa,ICES,WGDEEP,1979-2018,1979,2018,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Ling Iceland Grounds,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,999,,Current,Iceland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1982,2018,1982,2017,1982,2017,2017,1,2013,2012
WGDEEP-LINGVa-1982-2015-ICESIMP2016,LINGVa,ICES,WGDEEP,1982-2015,1982,2015,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Ling Iceland Grounds,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lin-icel.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1982,2015,1982,2014,1982,2014,2014,4,2013,2012
WGDEEP-LINGVa-1982-2016-ICESIMP2016,LINGVa,ICES,WGDEEP,1982-2016,1982,2016,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Ling Iceland Grounds,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/lin-icel.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1982,2016,1982,2015,1982,2015,2015,3,2013,2012
WGDEEP-LINGVb-1965-2014-ICESIMP2018,LINGVb,ICES,WGDEEP,1965-2014,1965,2014,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Faroe Grounds,multinational-ICES-Vb,Ling Faroe Grounds,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lin-faro.pdf,Current,Faroe Islands,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1996,2014,NA,NA,1965,2014,2014,2,2014,2013
WGDEEP-LINGVb-1988-2016-ICESIMP2018,LINGVb,ICES,WGDEEP,1988-2016,1988,2016,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Faroe Grounds,multinational-ICES-Vb,Ling Faroe Grounds,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,Ling,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.5b.pdf,Current,Faroe Islands,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016,2016,1,2014,2013
DFO-LOBSTERLFA41-1981-2012-WATSON,LOBSTERLFA41,DFO,DFO,1981-2012,1981,2012,Survey index,SURBA,Survey based stock assessment method,Canada,Canada East Coast,Lobster Fishing Area 41,Canada-DFO-LFA41,American lobster Lobster Fishing Area 41,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,Homarus americanus,American lobster,0,http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2015/2015_066-eng.pdf,Current,Canada,21,NULL,NA,NA,NA,NA,NA,1996,2012,NA,NA,1981,2011,2011,2,2011,2010
DFO-MAR-LOBSTERLFA41-1969-2016-ASHBROOK,LOBSTERLFA41,DFO,DFO-MAR,1969-2016,1969,2016,Survey index,SURBA,Survey based stock assessment method,Canada,Canada East Coast,Lobster Fishing Area 41,Canada-DFO-LFA41,American lobster Lobster Fishing Area 41,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,Homarus americanus,American lobster,999,http://publications.gc.ca/collections/collection_2018/mpo-dfo/fs70-6/Fs70-6-2018-004-eng.pdf,Current,Canada,21,Fishery minimum legal size is 8.25 cm carapace length,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,2016,2016,1,2011,2010
WGEF-LSDOGIIIa-IV-VIId-1993-2014-ICESIMP2018,LSDOGIIIa-IV-VIId,ICES,WGEF,1993-2014,1993,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Lesser spotted dogfish ICES 3a-4-7d,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula,Lesser spotted dogfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/syc-347d.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1993,2014,NA,NA,NA,NA,2014,2,2014,2013
WGEF-LSDOGIIIa-IV-VIId-2005-2016-ICESIMP2018,LSDOGIIIa-IV-VIId,ICES,WGEF,2005-2016,2005,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Lesser spotted dogfish ICES 3a-4-7d,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula,Lesser spotted dogfish,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/syc.27.3a47d.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016,2016,1,2014,2013
WGEF-LSDOGVI-VIIabcefghij-2003-2014-ICESIMP2018,LSDOGVI-VIIabcefghij,ICES,WGEF,2003-2014,2003,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 6-7abcefghij,multinational-ICES-VI-VIIabcefghij,Lesser spotted dogfish ICES 6-7abcefghij,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula,Lesser spotted dogfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/syc-celt.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,2003,2014,NA,NA,NA,NA,2014,2,2014,2013
WGEF-LSDOGVI-VIIabcefghij-2005-2016-ICESIMP2018,LSDOGVI-VIIabcefghij,ICES,WGEF,2005-2016,2005,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 6-7abcefghij,multinational-ICES-VI-VIIabcefghij,Lesser spotted dogfish ICES 6-7abcefghij,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula,Lesser spotted dogfish,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/syc.27.67a-ce-j.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016,2016,1,2014,2013
WGEF-LSDOGVIIIabd-1997-2014-ICESIMP2018,LSDOGVIIIabd,ICES,WGEF,1997-2014,1997,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8abd,multinational-ICES-VIIIabd,Lesser spotted dogfish ICES 8abd,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula,Lesser spotted dogfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/syc-bisc.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1997,2014,NA,NA,NA,NA,2014,2,2014,2013
WGEF-LSDOGVIIIabd-1997-2016-ICESIMP2018,LSDOGVIIIabd,ICES,WGEF,1997-2016,1997,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8abd,multinational-ICES-VIIIabd,Lesser spotted dogfish ICES 8abd,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula,Lesser spotted dogfish,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/syc.27.8abd.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,2016,2016,1,2014,2013
WGEF-LSDOGVIIIc-IXa-1996-2016-ICESIMP2018,LSDOGVIIIc-IXa,ICES,WGEF,1996-2016,1996,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Lesser spotted dogfish ICES 8c-9a,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula,Lesser spotted dogfish,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/syc.27.8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016,2016,1,2014,2013
WGEF-LSDOGVIIIc-IXa-1997-2014-ICESIMP2018,LSDOGVIIIc-IXa,ICES,WGEF,1997-2014,1997,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Lesser spotted dogfish ICES 8c-9a,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula,Lesser spotted dogfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/syc-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1997,2014,NA,NA,NA,NA,2014,2,2014,2013
WGNSSK-LSOLEIIIa-IV-VIId-1968-2016-ICESIMP2018,LSOLEIIIa-IV-VIId,ICES,WGNSSK,1968-2016,1968,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Lemon sole ICES 3a-4-7d,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,Microstomus kitt,Lemon sole,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lem.27.3a47d.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,2016,2016,1,2014,2013
WGNSSK-LSOLEIIIa-IV-VIId-1983-2015-ICESIMP2018,LSOLEIIIa-IV-VIId,ICES,WGNSSK,1983-2015,1983,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Lemon sole ICES 3a-4-7d,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,Microstomus kitt,Lemon sole,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lem-nsea.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1983,2015,NA,NA,1983,2014,2014,2,2014,2013
WGMHSA-MACKNEICES-1972-2007-JENNINGS,MACKNEICES,ICES,WGMHSA,1972-2007,1972,2007,Statistical catch at age model,ICA,Integrated Catch-at-age Analysis,multinational,Europe (EU),ICES Northeast Atlantic,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,Mackerel ICES Northeast Atlantic,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber scombrus,Scomber scombrus,Mackerel,0,http://www.ices.dk,Current,Norway,27,NULL,0.15,NULL,Assumed all age classes and years,NA,NA,1972,2006,1972,2006,1972,2006,2006,6,2006,2005
WGWIDE-MACKNEICES-1980-2013-ICESIMP2016,MACKNEICES,ICES,WGWIDE,1980-2013,1980,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES Northeast Atlantic,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,Mackerel ICES Northeast Atlantic,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber scombrus,Scomber scombrus,Mackerel,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/mac-nea.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2013,1980,2012,1980,2012,2012,5,2006,2005
WGWIDE-MACKNEICES-1980-2014-ICESIMP2016,MACKNEICES,ICES,WGWIDE,1980-2014,1980,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES Northeast Atlantic,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,Mackerel ICES Northeast Atlantic,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber scombrus,Scomber scombrus,Mackerel,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/mac-nea.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2014,1980,2013,1980,2013,2013,4,2006,2005
WGWIDE-MACKNEICES-1980-2015-ICESIMP2018,MACKNEICES,ICES,WGWIDE,1980-2015,1980,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES Northeast Atlantic,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,Mackerel ICES Northeast Atlantic,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber scombrus,Scomber scombrus,Mackerel,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/mac-nea.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1980,2015,1980,2014,1980,2014,2014,3,2006,2005
WGWIDE-MACKNEICES-1980-2016-ICESIMP2018,MACKNEICES,ICES,WGWIDE,1980-2016,1980,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES Northeast Atlantic,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,Mackerel ICES Northeast Atlantic,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber scombrus,Scomber scombrus,Mackerel,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/mac-nea.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1980,2016,1980,2015,1980,2015,2015,2,2006,2005
WGWIDE-MACKNEICES-1980-2017-ICESIMP2018,MACKNEICES,ICES,WGWIDE,1980-2017,1980,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES Northeast Atlantic,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,Mackerel ICES Northeast Atlantic,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber scombrus,Scomber scombrus,Mackerel,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mac.27.nea.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1980,2017,1980,2016,1980,2016,2016,1,2006,2005
