"stockid","stockid_code","region","comparison","stock_comparison","stock_comparison_code","interval","period","ty","MethodChange","B_recent","B_old","F_recent","F_old","Bmsy_recent","Bmsy_old","Fmsy_recent","Fmsy_old","B_by_Bmsy_recent","B_by_Bmsy_old","F_by_Fmsy_recent","F_by_Fmsy_old","OFL_ty_recent","OFL_ty_old","mu_B","mu_F","mu_Bmsy","mu_Fmsy","mu_B_by_Bmsy","mu_F_by_Fmsy","mu_OFL","ty_code","num_assess"
"ATBTUNAWATL",2,"Atlantic Ocean",2,"ATBTUNAWATL_2",5,3,1,2012,NA,13500,29900,0.102,0.071,NA,62443.2,NA,0.08,NA,0.478835165398314,NA,0.8875,NA,2298.82124303959,13500,0.102,NA,NA,NA,NA,NA,1,3
"ATBTUNAWATL",2,"Atlantic Ocean",3,"ATBTUNAWATL_3",6,3,1,2012,NA,13500,28300,0.102,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,0.102,NA,NA,NA,NA,NA,1,3
"PLAICIS",9,"Europe (EU)",1,"PLAICIS_1",25,6,2,2010,NA,9080,24100,0.211510791366906,0.0522,10392,NA,0.169,NA,0.873749037721324,NA,1.14792899408284,NA,1411.85915725481,NA,9010,0.21304347826087,10392,0.1694,0.867013086989992,1.17473435655254,1404.01778193877,1,3
"PLAICIS",9,"Europe (EU)",2,"PLAICIS_2",26,7,2,2010,NA,9010,24100,0.21304347826087,0.0522,10392,NA,0.1694,NA,0.867013086989992,NA,1.17473435655254,NA,1404.01778193877,NA,9010,0.21304347826087,10392,0.1694,0.867013086989992,1.17473435655254,1404.01778193877,1,3
"BLINGVb-VI-VII",3,"Europe (EU)",1,"BLINGVb-VI-VII_1",7,2,1,2013,NA,87000,63800,0.0351,0.0405,75000,NA,0.12,0.07,1.16,NA,0.2925,0.578571428571429,9837.9220056073,4313.2742900005,84800,0.0368,75000,0.12,1.13066666666667,0.306666666666667,9589.14696638505,1,3
"BLINGVb-VI-VII",3,"Europe (EU)",2,"BLINGVb-VI-VII_2",8,4,1,2013,NA,84800,63800,0.0368,0.0405,75000,NA,0.12,0.07,1.13066666666667,NA,0.306666666666667,0.578571428571429,9589.14696638505,4313.2742900005,84800,0.0368,75000,0.12,1.13066666666667,0.306666666666667,9589.14696638505,1,3
"SILVERFISHSE",12,"Australia",1,"SILVERFISHSE_1",34,8,2,2006,NA,20900,14100,0.11,0.017,6170.933,9927.456,0.2222,NA,2.46316075705246,1.02745355909913,0.4995499549955,NA,3617.59069404734,NA,15795.5,0.1611885,5102.3754,0.2147,2.07862008742046,0.705947834187238,2650.83694750269,1,3
"SILVERFISHSE",12,"Australia",2,"SILVERFISHSE_2",35,11,2,2006,NA,15795.5,14100,0.1611885,0.017,5102.3754,9927.456,0.2147,NA,2.07862008742046,1.02745355909913,0.705947834187238,NA,2650.83694750269,NA,15795.5,0.1611885,5102.3754,0.2147,2.07862008742046,0.705947834187238,2650.83694750269,1,3
"SWHITSE",13,"Australia",1,"SWHITSE_1",37,1,1,2007,NA,9160,7770,0.192,0.195624195624196,1872.562,3734.3088,0.332,NA,1.7569511717102,0.664112191257456,0.605421686746988,NA,2034.38852766424,NA,8600,0.197,1660.1421,0.3393,2.00585239058753,0.539345711759505,1897.64591848114,1,3
"SWHITSE",13,"Australia",2,"SWHITSE_2",38,9,2,2007,NA,8600,7770,0.197,0.195624195624196,1660.1421,3734.3088,0.3393,NA,2.00585239058753,0.664112191257456,0.539345711759505,NA,1897.64591848114,NA,8600,0.197,1660.1421,0.3393,2.00585239058753,0.539345711759505,1897.64591848114,1,3
"COD2J3KL",5,"Canada East Coast",1,"COD2J3KL_1",13,7,2,2007,NA,103000,103000,0.0284466019417476,0.0241,NA,1000000,NA,0.1,NA,0.0494,NA,0.241,NA,10300,167000,0.0159079431137725,NA,NA,NA,NA,NA,1,3
"COD2J3KL",5,"Canada East Coast",2,"COD2J3KL_2",14,10,2,2007,NA,167000,103000,0.0159079431137725,0.0241,NA,1000000,NA,0.1,NA,0.0494,NA,0.241,NA,10300,167000,0.0159079431137725,NA,NA,NA,NA,NA,1,3
"SCALLGB",11,"Canada East Coast",1,"SCALLGB_1",31,5,1,2007,NA,20800,26100,0.19,0.153,12779,NA,NA,NA,1.62767039674466,NA,NA,NA,NA,NA,20800,0.179807692307692,NA,NA,NA,NA,NA,1,3
"SCALLGB",11,"Canada East Coast",2,"SCALLGB_2",32,6,2,2007,NA,20800,26100,0.179807692307692,0.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20800,0.179807692307692,NA,NA,NA,NA,NA,1,3
"HERRVIa",6,"Europe (EU)",1,"HERRVIa_1",16,2,1,2010,NA,168000,775000,0.118452380952381,0.0256,50000,50000,0.25,0.25,1.28,1.232,1.004,1.064,37161.468444004,171429.393119661,164000,0.121341463414634,50000,0.25,1.204,1.088,36276.6715762896,1,3
"HERRVIa",6,"Europe (EU)",2,"HERRVIa_2",17,3,1,2010,NA,164000,775000,0.121341463414634,0.0256,50000,50000,0.25,0.25,1.204,1.232,1.088,1.064,36276.6715762896,171429.393119661,164000,0.121341463414634,50000,0.25,1.204,1.088,36276.6715762896,1,3
"PLAICECHW",8,"Europe (EU)",1,"PLAICECHW_1",22,2,1,2010,NA,5650,7720,0.219469026548673,0.159,1650,2400,0.24,0.19,1.39393939393939,1.09583333333333,2.075,2.37894736842105,1138.75250513245,1261.22582132327,6130,0.202283849918434,1650,0.24,1.53939393939394,1.77916666666667,1235.49608078972,1,3
"PLAICECHW",8,"Europe (EU)",2,"PLAICECHW_2",23,3,1,2010,NA,6130,7720,0.202283849918434,0.159,1650,2400,0.24,0.19,1.53939393939394,1.09583333333333,1.77916666666667,2.37894736842105,1235.49608078972,1261.22582132327,6130,0.202283849918434,1650,0.24,1.53939393939394,1.77916666666667,1235.49608078972,1,3
"SBWHITCH",10,"South America",1,"SBWHITCH_1",28,4,1,2011,NA,203000,619000,0.106896551724138,0.0325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187000,0.116042780748663,NA,NA,NA,NA,NA,1,3
"SBWHITCH",10,"South America",2,"SBWHITCH_2",29,5,1,2011,NA,187000,619000,0.116042780748663,0.0325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187000,0.116042780748663,NA,NA,NA,NA,NA,1,3
"ARGANCHONARG",1,"South America",1,"ARGANCHONARG_1",1,8,2,2007,NA,1230000,1140000,0.0203252032520325,0.0215,NA,748152,NA,0.1898,NA,1.36335931735797,NA,0.168598524762908,NA,125506.32555491,1320000,0.0189393939393939,NA,NA,NA,NA,NA,1,3
"ARGANCHONARG",1,"South America",2,"ARGANCHONARG_2",2,9,2,2007,NA,1320000,1140000,0.0189393939393939,0.0215,NA,748152,NA,0.1898,NA,1.36335931735797,NA,0.168598524762908,NA,125506.32555491,1320000,0.0189393939393939,NA,NA,NA,NA,NA,1,3
"BSBASSMATLC",4,"US East Coast",1,"BSBASSMATLC_1",10,4,1,2007,NA,14100,12900,0.165957446808511,0.217829457364341,10880,12537,0.44,NA,1.16727941176471,0.917284836882827,0.659090909090909,NA,4197.22370553094,3904.83,4354.133,0.235617515588063,9667,0.36,0.252325741770978,1.94444444444444,1097.92950497245,1,3
"BSBASSMATLC",4,"US East Coast",2,"BSBASSMATLC_2",11,8,2,2007,NA,4354.133,12900,0.235617515588063,0.217829457364341,9667,12537,0.36,NA,0.252325741770978,0.917284836882827,1.94444444444444,NA,1097.92950497245,3904.83,4354.133,0.235617515588063,9667,0.36,0.252325741770978,1.94444444444444,1097.92950497245,1,3
"PLAICIS",9,"Europe (EU)",3,"PLAICIS_3",27,1,1,2016,NA,21500,22700,0.0417910447761194,0.0397163120567376,10392,10392,0.1694,0.169,2.06889915319477,2.18437259430331,0.295159386068477,0.279881656804734,3350.31990140772,3529.64789313702,21500,0.0417910447761194,10392,0.1694,2.06889915319477,0.295159386068477,3350.31990140772,2,3
"BLINGVb-VI-VII",3,"Europe (EU)",3,"BLINGVb-VI-VII_3",9,2,1,2015,NA,91800,92800,0.0368,0.0339,75000,75000,0.12,0.12,1.224,1.23733333333333,0.306666666666667,0.2825,10380.7039093649,10493.7834726478,91800,0.0368,75000,0.12,1.224,0.306666666666667,10380.7039093649,2,3
"SILVERFISHSE",12,"Australia",3,"SILVERFISHSE_3",36,3,1,2014,NA,5884.9,12700,0.06933916,0.0327,5102.3754,6170.933,0.2147,0.2222,0.776810737994699,1.19754986806695,0.319004191895668,0.149414941494149,987.617381682035,2198.2488906412,5884.9,0.06933916,5102.3754,0.2147,0.776810737994699,0.319004191895668,987.617381682035,2,3
"SWHITSE",13,"Australia",3,"SWHITSE_3",39,8,2,2008,NA,8080,9160,0.168,0.152,1660.1421,1872.562,0.3393,0.332,2.14439474789538,2.03998585894619,0.551134689065724,0.481927710843373,1782.90453736368,2034.38852766424,8080,0.168,1660.1421,0.3393,2.14439474789538,0.551134689065724,1782.90453736368,2,3
"COD2J3KL",5,"Canada East Coast",3,"COD2J3KL_3",15,3,1,2014,NA,434000,344000,0.0107122039170507,0.0133139534883721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434000,0.0107122039170507,NA,NA,NA,NA,NA,2,3
"SCALLGB",11,"Canada East Coast",3,"SCALLGB_3",33,1,1,2012,NA,23300,23300,0.158798283261803,0.15,NA,12779,NA,NA,NA,1.82330385789185,NA,NA,NA,NA,23300,0.158798283261803,NA,NA,NA,NA,NA,2,3
"HERRVIa",6,"Europe (EU)",3,"HERRVIa_3",18,1,1,2012,NA,144000,197000,0.128472222222222,0.0939086294416244,50000,50000,0.25,0.25,1.912,2.04,0.72,0.644,31852.6872377177,43576.2457349332,144000,0.128472222222222,50000,0.25,1.912,0.72,31852.6872377177,2,3
"MEGVII-VIIIabd",7,"Europe (EU)",1,"MEGVII-VIIIabd_1",19,1,1,2015,NA,82000,93500,0.159756097560976,0.140106951871658,41800,41800,0.191,0.191,1.44736842105263,1.66028708133971,1.19895287958115,1.13089005235602,12963.0025476027,14780.9846122055,82600,0.158595641646489,41800,0.191,1.44976076555024,1.19895287958115,13057.8537857559,1,3
"MEGVII-VIIIabd",7,"Europe (EU)",2,"MEGVII-VIIIabd_2",20,2,1,2015,NA,82600,93500,0.158595641646489,0.140106951871658,41800,41800,0.191,0.191,1.44976076555024,1.66028708133971,1.19895287958115,1.13089005235602,13057.8537857559,14780.9846122055,82600,0.158595641646489,41800,0.191,1.44976076555024,1.19895287958115,13057.8537857559,1,3
"MEGVII-VIIIabd",7,"Europe (EU)",3,"MEGVII-VIIIabd_3",21,1,1,2016,NA,107000,108000,0.130841121495327,0.12962962962963,41800,41800,0.191,0.191,1.76794258373206,1.7799043062201,1.14659685863874,1.1413612565445,16915.1374706523,17073.2228675743,107000,0.130841121495327,41800,0.191,1.76794258373206,1.14659685863874,16915.1374706523,2,3
"PLAICECHW",8,"Europe (EU)",3,"PLAICECHW_3",24,1,1,2012,NA,5940,5560,0.255892255892256,0.273381294964029,1650,1650,0.24,0.24,2.38787878787879,2.05454545454545,1.45416666666667,1.65833333333333,1197.20174875872,1120.61308469671,5940,0.255892255892256,1650,0.24,2.38787878787879,1.45416666666667,1197.20174875872,2,3
"SBWHITCH",10,"South America",3,"SBWHITCH_3",30,1,1,2015,NA,162000,161000,0.0858024691358025,0.0863354037267081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162000,0.0858024691358025,NA,NA,NA,NA,NA,2,3
"ARGANCHONARG",1,"South America",3,"ARGANCHONARG_3",3,1,1,2015,NA,2300000,2320000,0.00543478260869565,0.00538793103448276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300000,0.00543478260869565,NA,NA,NA,NA,NA,2,3
"BSBASSMATLC",4,"US East Coast",3,"BSBASSMATLC_3",12,4,1,2011,NA,8123.842,12700,0.0908920926822555,0.122047244094488,9667,10880,0.36,0.44,0.47078361149745,1.02022058823529,1.28888888888889,0.477272727272727,2048.49181812646,3780.47808937893,8123.842,0.0908920926822555,9667,0.36,0.47078361149745,1.28888888888889,2048.49181812646,2,3
"ANCHOBAYB",1,"Europe (EU)",1,"ANCHOBAYB_1",1,9,2,2006,NA,20900,23500,0.0841,0.0416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20300,0.086,NA,NA,NA,NA,NA,1,4
"ANCHOBAYB",1,"Europe (EU)",2,"ANCHOBAYB_2",2,9,2,2006,NA,20900,23500,0.0837320574162679,0.0416,21000,NA,NA,NA,0.995238095238095,NA,NA,NA,NA,NA,20300,0.086,NA,NA,NA,NA,NA,1,4
"ANCHOBAYB",1,"Europe (EU)",3,"ANCHOBAYB_3",3,11,2,2006,NA,20300,23500,0.086,0.0416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20300,0.086,NA,NA,NA,NA,NA,1,4
"NPOUTIIIa-IV",2,"Europe (EU)",1,"NPOUTIIIa-IV_1",7,2,1,2010,NA,356000,289000,0.153846153846154,0.189,150000,NA,NA,NA,2.37333333333333,NA,NA,NA,NA,NA,219000,0.237749546279492,65000,NA,3.36923076923077,NA,NA,1,4
"NPOUTIIIa-IV",2,"Europe (EU)",2,"NPOUTIIIa-IV_2",8,3,1,2010,NA,358000,289000,0.15347137637028,0.189,150000,NA,NA,NA,2.38666666666667,NA,NA,NA,NA,NA,219000,0.237749546279492,65000,NA,3.36923076923077,NA,NA,1,4
"NPOUTIIIa-IV",2,"Europe (EU)",3,"NPOUTIIIa-IV_3",9,7,2,2010,NA,219000,289000,0.237749546279492,0.189,65000,NA,NA,NA,3.36923076923077,NA,NA,NA,NA,NA,219000,0.237749546279492,65000,NA,3.36923076923077,NA,NA,1,4
"ANCHOBAYB",1,"Europe (EU)",4,"ANCHOBAYB_4",4,0,1,2015,NA,147000,147000,0.170748299319728,0.17,21000,NA,NA,NA,7,NA,NA,NA,NA,NA,133000,0.213,NA,NA,NA,NA,NA,2,4
"ANCHOBAYB",1,"Europe (EU)",5,"ANCHOBAYB_5",5,2,1,2015,NA,133000,147000,0.213,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133000,0.213,NA,NA,NA,NA,NA,2,4
"ANCHOBAYB",1,"Europe (EU)",6,"ANCHOBAYB_6",6,2,1,2015,NA,133000,147000,0.213,0.170748299319728,NA,21000,NA,NA,NA,7,NA,NA,NA,NA,133000,0.213,NA,NA,NA,NA,NA,2,4
"NPOUTIIIa-IV",2,"Europe (EU)",4,"NPOUTIIIa-IV_4",10,1,1,2012,NA,173000,174000,0.055327868852459,0.0463121783876501,150000,150000,NA,NA,1.15333333333333,1.16,NA,NA,NA,NA,71900,0.21015625,65000,NA,1.10615384615385,NA,NA,2,4
"NPOUTIIIa-IV",2,"Europe (EU)",5,"NPOUTIIIa-IV_5",11,5,1,2012,NA,71900,174000,0.21015625,0.0463121783876501,65000,150000,NA,NA,1.10615384615385,1.16,NA,NA,NA,NA,71900,0.21015625,65000,NA,1.10615384615385,NA,NA,2,4
"NPOUTIIIa-IV",2,"Europe (EU)",6,"NPOUTIIIa-IV_6",12,4,1,2013,NA,86600,165000,0.268300653594771,0.127089783281734,65000,150000,NA,NA,1.33230769230769,1.1,NA,NA,NA,NA,86600,0.268300653594771,65000,NA,1.33230769230769,NA,NA,3,4
"PLAIC2123",3,"Europe (EU)",1,"PLAIC2123_1",13,1,1,2014,NA,16600,17600,0.233734939759036,0.220454545454545,5550,5550,0.37,0.37,2.37837837837838,2.59459459459459,0.481081081081081,0.502702702702703,4900.50227278224,5195.71325307032,12100,0.320661157024793,5550,0.37,1.67207207207207,0.797297297297297,3572.05286148585,1,4
"PLAIC2123",3,"Europe (EU)",2,"PLAIC2123_2",14,2,1,2014,NA,13000,17600,0.298461538461538,0.220454545454545,5550,5550,0.37,0.37,1.78018018018018,2.59459459459459,0.72972972972973,0.502702702702703,3837.74274374513,5195.71325307032,12100,0.320661157024793,5550,0.37,1.67207207207207,0.797297297297297,3572.05286148585,1,4
"PLAIC2123",3,"Europe (EU)",3,"PLAIC2123_3",15,3,1,2014,NA,12100,17600,0.320661157024793,0.220454545454545,5550,5550,0.37,0.37,1.67207207207207,2.59459459459459,0.797297297297297,0.502702702702703,3572.05286148585,5195.71325307032,12100,0.320661157024793,5550,0.37,1.67207207207207,0.797297297297297,3572.05286148585,1,4
"PLAIC2123",3,"Europe (EU)",4,"PLAIC2123_4",16,1,1,2015,NA,14400,19100,0.257638888888889,0.194240837696335,5550,5550,0.37,0.37,2.03603603603604,2.82882882882883,0.702702702702703,0.451351351351351,4251.03811614845,5638.52972350245,13600,0.272794117647059,5550,0.37,1.92792792792793,0.737837837837838,4014.86933191798,2,4
"PLAIC2123",3,"Europe (EU)",5,"PLAIC2123_5",17,2,1,2015,NA,13600,19100,0.272794117647059,0.194240837696335,5550,5550,0.37,0.37,1.92792792792793,2.82882882882883,0.737837837837838,0.451351351351351,4014.86933191798,5638.52972350245,13600,0.272794117647059,5550,0.37,1.92792792792793,0.737837837837838,4014.86933191798,2,4
"PLAIC2123",3,"Europe (EU)",6,"PLAIC2123_6",18,1,1,2016,NA,15500,15800,0.291612903225806,0.286075949367089,5550,5550,0.37,0.37,2.1981981981982,2.30630630630631,0.740540540540541,0.764864864864865,4575.77019446534,4664.33348855177,15500,0.291612903225806,5550,0.37,2.1981981981982,0.740540540540541,4575.77019446534,3,4
"SARDPVIIIc-IXa",4,"Europe (EU)",1,"SARDPVIIIc-IXa_1",19,1,1,2013,NA,142000,138000,0.475,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117000,0.45,446331,0.12,0.262137292726698,3.75,13230.3089040926,1,4
"SARDPVIIIc-IXa",4,"Europe (EU)",2,"SARDPVIIIc-IXa_2",20,2,1,2013,NA,158000,138000,0.418,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117000,0.45,446331,0.12,0.262137292726698,3.75,13230.3089040926,1,4
"SARDPVIIIc-IXa",4,"Europe (EU)",3,"SARDPVIIIc-IXa_3",21,3,1,2013,NA,117000,138000,0.45,0.437,446331,NA,0.12,NA,0.262137292726698,NA,3.75,NA,13230.3089040926,NA,117000,0.45,446331,0.12,0.262137292726698,3.75,13230.3089040926,1,4
"SARDPVIIIc-IXa",4,"Europe (EU)",4,"SARDPVIIIc-IXa_4",22,1,1,2014,NA,135000,123000,0.244,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118000,0.297,446331,0.12,0.264377782408123,2.475,13343.3884673754,2,4
"SARDPVIIIc-IXa",4,"Europe (EU)",5,"SARDPVIIIc-IXa_5",23,2,1,2014,NA,118000,123000,0.297,0.272,446331,NA,0.12,NA,0.264377782408123,NA,2.475,NA,13343.3884673754,NA,118000,0.297,446331,0.12,0.264377782408123,2.475,13343.3884673754,2,4
"SARDPVIIIc-IXa",4,"Europe (EU)",6,"SARDPVIIIc-IXa_6",24,1,1,2015,NA,112000,168000,0.189,0.145,446331,NA,0.12,NA,0.250934844319574,NA,1.575,NA,12664.9110876784,NA,112000,0.189,446331,0.12,0.250934844319574,1.575,12664.9110876784,3,4
"EBASSIVbc-VII",2,"Europe (EU)",1,"EBASSIVbc-VII_1",11,1,1,2013,NA,11900,12500,0.413,0.387,8000,8000,0.13,0.13,1.4875,1.5625,3.17692307692308,2.97692307692308,1293.06483920003,1358.26138571432,15300,0.321,13465,0.203,1.13627924248051,1.58128078817734,2810.94290618817,1,5
"EBASSIVbc-VII",2,"Europe (EU)",2,"EBASSIVbc-VII_2",13,2,1,2013,NA,13800,12500,0.36,0.387,12673,8000,NA,0.13,1.08892921960073,1.5625,NA,2.97692307692308,NA,1358.26138571432,15300,0.321,13465,0.203,1.13627924248051,1.58128078817734,2810.94290618817,1,5
"EBASSIVbc-VII",2,"Europe (EU)",3,"EBASSIVbc-VII_3",14,3,1,2013,NA,15500,12500,0.313,0.387,13465,8000,0.203,0.13,1.15113256591162,1.5625,1.54187192118227,2.97692307692308,2542.00829096671,1358.26138571432,15300,0.321,13465,0.203,1.13627924248051,1.58128078817734,2810.94290618817,1,5
"EBASSIVbc-VII",2,"Europe (EU)",4,"EBASSIVbc-VII_4",15,4,1,2013,NA,15300,12500,0.321,0.387,13465,8000,0.203,0.13,1.13627924248051,1.5625,1.58128078817734,2.97692307692308,2810.94290618817,1358.26138571432,15300,0.321,13465,0.203,1.13627924248051,1.58128078817734,2810.94290618817,1,5
"HMACKIXa",6,"Europe (EU)",1,"HMACKIXa_1",51,1,1,2012,NA,311000,222000,0.0489,0.07,NA,NA,0.11,0.11,NA,NA,0.444545454545455,0.636363636363636,32395.5839227797,23124.8219641707,350000,0.0483,181000,0.11,1.93370165745856,0.439090909090909,36458.0526462151,1,5
"HMACKIXa",6,"Europe (EU)",2,"HMACKIXa_2",53,2,1,2012,NA,345000,222000,0.0485,0.07,NA,NA,0.11,0.11,NA,NA,0.440909090909091,0.636363636363636,35937.2233226978,23124.8219641707,350000,0.0483,181000,0.11,1.93370165745856,0.439090909090909,36458.0526462151,1,5
"HMACKIXa",6,"Europe (EU)",3,"HMACKIXa_3",54,3,1,2012,NA,394000,222000,0.0433,0.07,181000,NA,0.11,0.11,2.1767955801105,NA,0.393636363636364,0.636363636363636,41041.3506931679,23124.8219641707,350000,0.0483,181000,0.11,1.93370165745856,0.439090909090909,36458.0526462151,1,5
"HMACKIXa",6,"Europe (EU)",4,"HMACKIXa_4",55,4,1,2012,NA,350000,222000,0.0483,0.07,181000,NA,0.11,0.11,1.93370165745856,NA,0.439090909090909,0.636363636363636,36458.0526462151,23124.8219641707,350000,0.0483,181000,0.11,1.93370165745856,0.439090909090909,36458.0526462151,1,5
"PLAIC7d",8,"Europe (EU)",1,"PLAIC7d_1",71,4,1,2010,NA,19700,3950,0.164,0.463,25800,NA,0.25,NA,0.763565891472868,NA,0.656,NA,4357.62457349332,NA,17300,0.199,25826,0.25,0.669867575311701,0.796,3826.7464528647,1,5
"PLAIC7d",8,"Europe (EU)",2,"PLAIC7d_2",73,5,1,2010,NA,17300,3950,0.206,0.463,25826,NA,0.25,NA,0.669867575311701,NA,0.824,NA,3826.7464528647,NA,17300,0.199,25826,0.25,0.669867575311701,0.796,3826.7464528647,1,5
"PLAIC7d",8,"Europe (EU)",3,"PLAIC7d_3",74,6,2,2010,NA,17300,3950,0.196,0.463,25826,NA,0.25,NA,0.669867575311701,NA,0.784,NA,3826.7464528647,NA,17300,0.199,25826,0.25,0.669867575311701,0.796,3826.7464528647,1,5
"PLAIC7d",8,"Europe (EU)",4,"PLAIC7d_4",75,7,2,2010,NA,17300,3950,0.199,0.463,25826,NA,0.25,NA,0.669867575311701,NA,0.796,NA,3826.7464528647,NA,17300,0.199,25826,0.25,0.669867575311701,0.796,3826.7464528647,1,5
"LINGVa",7,"Europe (non-EU)",1,"LINGVa_1",61,1,1,2013,NA,50300,44200,0.135166093928981,0.155172413793103,9500,9500,0.24,0.24,5.29473684210526,4.65263157894737,1.01666666666667,1.08333333333333,10732.6185883524,9431.04854085834,32200,0.35,9930,NA,3.24269889224572,1.94444444444444,5796,1,5
"LINGVa",7,"Europe (non-EU)",2,"LINGVa_2",63,2,1,2013,NA,31900,44200,0.197573656845754,0.155172413793103,9500,9500,0.24,0.24,3.35789473684211,4.65263157894737,1.375,1.08333333333333,6806.57123197694,9431.04854085834,32200,0.35,9930,NA,3.24269889224572,1.94444444444444,5796,1,5
"LINGVa",7,"Europe (non-EU)",3,"LINGVa_3",64,3,1,2013,NA,36200,44200,0.308,0.155172413793103,9930,9500,NA,0.24,3.64551863041289,4.65263157894737,1.71111111111111,1.08333333333333,6516,9431.04854085834,32200,0.35,9930,NA,3.24269889224572,1.94444444444444,5796,1,5
"LINGVa",7,"Europe (non-EU)",4,"LINGVa_4",65,4,1,2013,NA,32200,44200,0.35,0.155172413793103,9930,9500,NA,0.24,3.24269889224572,4.65263157894737,1.94444444444444,1.08333333333333,5796,9431.04854085834,32200,0.35,9930,NA,3.24269889224572,1.94444444444444,5796,1,5
"GOLDREDV-VI-XII-XIV",3,"Europe (EU)",1,"GOLDREDV-VI-XII-XIV_1",21,1,1,2013,NA,545000,517000,0.0974311926605505,0.103094777562863,220000,220000,0.097,0.097,1.49090909090909,1.54545454545455,1.14432989690722,1.17525773195876,50381.9766573664,47793.544829098,519000,0.102504816955684,220000,0.097,1.4,1.24742268041237,47978.4328168315,1,5
"GOLDREDV-VI-XII-XIV",3,"Europe (EU)",2,"GOLDREDV-VI-XII-XIV_2",23,2,1,2013,NA,563000,517000,0.09449378330373,0.103094777562863,220000,220000,0.097,0.097,1.55909090909091,1.54545454545455,1.09278350515464,1.17525773195876,52045.9685469675,47793.544829098,519000,0.102504816955684,220000,0.097,1.4,1.24742268041237,47978.4328168315,1,5
"GOLDREDV-VI-XII-XIV",3,"Europe (EU)",3,"GOLDREDV-VI-XII-XIV_3",24,3,1,2013,NA,564000,517000,0.0941489361702128,0.103094777562863,220000,220000,0.097,0.097,1.53636363636364,1.54545454545455,1.12371134020619,1.17525773195876,52138.4125408342,47793.544829098,519000,0.102504816955684,220000,0.097,1.4,1.24742268041237,47978.4328168315,1,5
"GOLDREDV-VI-XII-XIV",3,"Europe (EU)",4,"GOLDREDV-VI-XII-XIV_4",25,4,1,2013,NA,519000,517000,0.102504816955684,0.103094777562863,220000,220000,0.097,0.097,1.4,1.54545454545455,1.24742268041237,1.17525773195876,47978.4328168315,47793.544829098,519000,0.102504816955684,220000,0.097,1.4,1.24742268041237,47978.4328168315,1,5
"CUSKVa-XIV",1,"Europe (EU)",1,"CUSKVa-XIV_1",1,1,1,2013,NA,24600,25500,0.254471544715447,0.245490196078431,NA,NA,0.2,0.2,NA,NA,1.45,1.3,4151.2417102398,4303.11640695589,36600,0.17103825136612,6240,0.226,1.52884615384615,0.889380530973451,6894.41527129602,1,5
"CUSKVa-XIV",1,"Europe (EU)",2,"CUSKVa-XIV_2",3,2,1,2013,NA,26500,25500,0.23622641509434,0.245490196078431,NA,NA,0.2,0.2,NA,NA,1.35,1.3,4471.86606997377,4303.11640695589,36600,0.17103825136612,6240,0.226,1.52884615384615,0.889380530973451,6894.41527129602,1,5
"CUSKVa-XIV",1,"Europe (EU)",3,"CUSKVa-XIV_3",4,3,1,2013,NA,33800,25500,0.184,0.245490196078431,6240,NA,0.226,0.2,1.59615384615385,NA,NA,1.3,6366.97366584168,4303.11640695589,36600,0.17103825136612,6240,0.226,1.52884615384615,0.889380530973451,6894.41527129602,1,5
