"assessid","stockid","mgmt","assessor","years","start_year","report_year","method","methodshort","methodlong","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","assesssource","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1"
"WGDEEP-GSSMELTI-II-IIIa-IV-1988-2014-ICESIMP2018","GSSMELTI-II-IIIa-IV","ICES","WGDEEP","1988-2014",1988,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 1-2-3a-4","multinational-ICES-I-II-IIIa-IV","Greater silver smelt ICES 1-2-3a-4","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater silver smelt",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/arg-123a4.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2014,2014,2,2014,2013,"WGDEEP-GSSMELTI-II-IIIa-IV-1988-2014-ICESIMP2018_2014","WGDEEP-GSSMELTI-II-IIIa-IV-1988-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-GSSMELTI-II-IIIa-IV-1988-2016-ICESIMP2018","GSSMELTI-II-IIIa-IV","ICES","WGDEEP","1988-2016",1988,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 1-2-3a-4","multinational-ICES-I-II-IIIa-IV","Greater silver smelt ICES 1-2-3a-4","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater silver smelt",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/aru.27.123a4.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016,2016,1,2014,2013,"WGDEEP-GSSMELTI-II-IIIa-IV-1988-2016-ICESIMP2018_2014","WGDEEP-GSSMELTI-II-IIIa-IV-1988-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-GSSMELTVa-XIV-2000-2016-ICESIMP2016","GSSMELTVa-XIV","ICES","WGDEEP","2000-2016",2000,2016,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","ICES 5a-14","multinational-ICES-Va-XIV","Greater silver smelt ICES 5a-14","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater silver smelt",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/arg-icel.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2015,2015,3,2015,2014,"WGDEEP-GSSMELTVa-XIV-2000-2016-ICESIMP2016_2015","WGDEEP-GSSMELTVa-XIV-2000-2016-ICESIMP2016_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-GSSMELTVa-XIV-2000-2016-ICESIMP2018","GSSMELTVa-XIV","ICES","WGDEEP","2000-2016",2000,2016,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","ICES 5a-14","multinational-ICES-Va-XIV","Greater silver smelt ICES 5a-14","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater silver smelt",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/aru.27.5a14.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,2000,2016,2000,2016,2016,2,2015,2014,"WGDEEP-GSSMELTVa-XIV-2000-2016-ICESIMP2018_2015","WGDEEP-GSSMELTVa-XIV-2000-2016-ICESIMP2018_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-GSSMELTVa-XIV-2000-2017-ICESIMP2018","GSSMELTVa-XIV","ICES","WGDEEP","2000-2017",2000,2017,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","ICES 5a-14","multinational-ICES-Va-XIV","Greater silver smelt ICES 5a-14","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater silver smelt",999,"","Current","Iceland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,2017,1,2015,2014,"WGDEEP-GSSMELTVa-XIV-2000-2017-ICESIMP2018_2015","WGDEEP-GSSMELTVa-XIV-2000-2017-ICESIMP2018_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-GSSMELTVb-VIa-1988-2014-ICESIMP2018","GSSMELTVb-VIa","ICES","WGDEEP","1988-2014",1988,2014,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","ICES 5b-4a","multinational-ICES-Vb-VIa","Greater silver smelt ICES 5b-4a","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater silver smelt",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/arg-5b6a.pdf","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1996,2014,NA,NA,1988,2014,2014,2,2014,2013,"WGDEEP-GSSMELTVb-VIa-1988-2014-ICESIMP2018_2014","WGDEEP-GSSMELTVb-VIa-1988-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-GSSMELTVb-VIa-1988-2016-ICESIMP2018","GSSMELTVb-VIa","ICES","WGDEEP","1988-2016",1988,2016,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","ICES 5b-4a","multinational-ICES-Vb-VIa","Greater silver smelt ICES 5b-4a","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater silver smelt",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/aru.27.5b6a.pdf","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016,2016,1,2014,2013,"WGDEEP-GSSMELTVb-VIa-1988-2016-ICESIMP2018_2014","WGDEEP-GSSMELTVb-VIa-1988-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-GSSMELTVIb-VII-VIII-IX-X-XII-1966-2014-ICESIMP2018","GSSMELTVIb-VII-VIII-IX-X-XII","ICES","WGDEEP","1966-2014",1966,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 6b-7-8-9-10-12","multinational-ICES-VIb-VII-VIII-IX-X-XII","Greater silver smelt ICES 6b-7-8-9-10-12","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater silver smelt",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/arg-rest.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1966,2014,2014,2,2014,2013,"WGDEEP-GSSMELTVIb-VII-VIII-IX-X-XII-1966-2014-ICESIMP2018_2014","WGDEEP-GSSMELTVIb-VII-VIII-IX-X-XII-1966-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-GSSMELTVIb-VII-VIII-IX-X-XII-1966-2016-ICESIMP2018","GSSMELTVIb-VII-VIII-IX-X-XII","ICES","WGDEEP","1966-2016",1966,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 6b-7-8-9-10-12","multinational-ICES-VIb-VII-VIII-IX-X-XII","Greater silver smelt ICES 6b-7-8-9-10-12","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater silver smelt",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/aru.27.6b7-1012.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1966,2016,2016,1,2014,2013,"WGDEEP-GSSMELTVIb-VII-VIII-IX-X-XII-1966-2016-ICESIMP2018_2014","WGDEEP-GSSMELTVIb-VII-VIII-IX-X-XII-1966-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSIRO-GTPRAWNNAUST-1969-2015-MOESENEDER","GTPRAWNNAUST","AFMA","CSIRO","1969-2015",1969,2015,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","Australia","Australia","Northern Australia","Australia-AFMA-NAUST","Grooved tiger prawn Northern Australia","Malacostraca","Decapoda","Penaeidae","Penaeus","Penaeus semisulcatus","Penaeus semisulcatus","Grooved tiger prawn",999,"attached","Current","Australia",71,"NULL","2.34","NULL","Male + Female","Pre-specified","",1969,2015,NA,NA,1970,2015,2015,1,2006,2005,"CSIRO-GTPRAWNNAUST-1969-2015-MOESENEDER_2006","CSIRO-GTPRAWNNAUST-1969-2015-MOESENEDER_2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSIRO-GTPRAWNNAUST-1970-2006-FULTON","GTPRAWNNAUST","AFMA","CSIRO","1970-2006",1970,2006,"Biomass dynamics model","Delay difference","Delay difference model","Australia","Australia","Northern Australia","Australia-AFMA-NAUST","Grooved tiger prawn Northern Australia","Malacostraca","Decapoda","Penaeidae","Penaeus","Penaeus semisulcatus","Penaeus semisulcatus","Grooved tiger prawn",0,"Received from CSIRO assessment team","Current","Australia",71,"Based on fisheries data only",NA,NA,NA,NA,NA,1970,2006,1970,2006,1970,2006,2006,2,2006,2005,"CSIRO-GTPRAWNNAUST-1970-2006-FULTON_2006","CSIRO-GTPRAWNNAUST-1970-2006-FULTON_2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEFSC-GTRIGGM-1945-2013-SISIMP2016","GTRIGGM","NMFS","SEFSC","1945-2013",1945,2013,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","USA","US Southeast and Gulf","Gulf of Mexico","USA-NMFS-GM","Gray triggerfish Gulf of Mexico","Actinopterygii","Tetraodontiformes","Balistidae","Balistes","Balistes capriscus","Balistes capriscus","Gray triggerfish",999,"","Current","USA",31,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1945,2013,1945,2013,1945,2013,2013,1,2010,2009,"SEFSC-GTRIGGM-1945-2013-SISIMP2016_2010","SEFSC-GTRIGGM-1945-2013-SISIMP2016_2009",6580000000,6470000000,"SSB-E00eggs","E00eggs",6710,6790,6710,6790,NA,NA,NA,NA,6580000000,6470000000
"SEFSC-GTRIGGM-1962-2010-HIVELY","GTRIGGM","NMFS","SEFSC","1962-2010",1962,2010,"Biomass dynamics model","ASPM","Age-structured surplus production model","USA","US Southeast and Gulf","Gulf of Mexico","USA-NMFS-GM","Gray triggerfish Gulf of Mexico","Actinopterygii","Tetraodontiformes","Balistidae","Balistes","Balistes capriscus","Balistes capriscus","Gray triggerfish",0,"http://www.sefsc.noaa.gov/sedar/","Current","USA",31,"NULL","0.27","NULL","",NA,NA,1963,2010,1963,2010,1981,2010,2010,2,2010,2009,"SEFSC-GTRIGGM-1962-2010-HIVELY_2010","SEFSC-GTRIGGM-1962-2010-HIVELY_2009",670000000000,640000000000,"SSB-E00eggs","E00eggs",NA,NA,NA,NA,2050000,1990000,NA,NA,670000000000,640000000000
"DFO-HAD3LNO-1953-2013-WATSON","HAD3LNO","NAFO","NAFO-SC","1953-2013",1953,2013,"Unknown","Unknown","Unknown","multinational","Canada East Coast","Grand Banks","multinational-NAFO-3LNO","Haddock Grand Banks","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2015/2015_012-eng.pdf","Current","Canada",21,"NULL",NA,NA,NA,NA,NA,1996,2013,1996,2013,1953,2013,2013,2,2013,2012,"DFO-HAD3LNO-1953-2013-WATSON_2013","DFO-HAD3LNO-1953-2013-WATSON_2012",16400,14600,"TBbest-MT","MT",16400,14600,16400,14600,14900000,9650000,NA,NA,NA,NA
"NAFO-SC-HAD3LNO-1953-2017-ASHBROOK","HAD3LNO","NAFO","NAFO-SC","1953-2017",1953,2017,"Survey index","Survey indices","Temporal indices derived from scientific survey data","multinational","Canada East Coast","Grand Banks","multinational-NAFO-3LNO","Haddock Grand Banks","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",999,"http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2018/2018_009-eng.html","Current","Canada",21,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,2017,2017,1,2013,2012,"NAFO-SC-HAD3LNO-1953-2017-ASHBROOK_2013","NAFO-SC-HAD3LNO-1953-2017-ASHBROOK_2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DFO-HAD4X5Y-1970-2014-WATSON","HAD4X5Y","DFO","DFO","1970-2014",1970,2014,"VPA","VPA","Virtual Population Analysis","Canada","Canada East Coast","Western Scotian Shelf, Bay of Fundy and Gulf of Maine","Canada-DFO-4X5Y","Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",999,"http://publications.gc.ca/collections/collection_2015/mpo-dfo/Fs70-5-2015-022-eng.pdf","Current","Canada",21,"NULL",NA,NA,NA,NA,NA,1970,2014,1970,2013,1970,2013,2013,1,2010,2009,"DFO-HAD4X5Y-1970-2014-WATSON_2010","DFO-HAD4X5Y-1970-2014-WATSON_2009",45500,60800,"TBbest-MT","MT",45500,60800,45500,60800,NA,NA,NA,NA,NA,NA
"DFO-MAR-HAD4X5Y-1970-2011-CHING","HAD4X5Y","DFO","DFO-MAR","1970-2011",1970,2011,"Unknown","Unknown","Unknown","Canada","Canada East Coast","Western Scotian Shelf, Bay of Fundy and Gulf of Maine","Canada-DFO-4X5Y","Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2012/2012_023-eng.pdf","Current","Canada",21,"NULL",NA,NA,NA,NA,NA,1970,2011,1970,2010,1970,2010,2010,2,2010,2009,"DFO-MAR-HAD4X5Y-1970-2011-CHING_2010","DFO-MAR-HAD4X5Y-1970-2011-CHING_2009",45900,60200,"TBbest-MT","MT",45900,60200,45900,60200,NA,NA,42700,38100,NA,NA
"NEFSC-HAD5Y-1964-2011-CHING","HAD5Y","NMFS","NEFSC","1964-2011",1964,2011,"VPA","VPA","Virtual Population Analysis","USA","US East Coast","Gulf of Maine","USA-NMFS-5Y","Haddock Gulf of Maine","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://nefsc.noaa.gov/publications/crd/crd1206/1206.pdf","Current","USA",21,"NULL",NA,NA,NA,NA,NA,1977,2011,1977,2010,1964,2010,2010,2,2010,2009,"NEFSC-HAD5Y-1964-2011-CHING_2010","NEFSC-HAD5Y-1964-2011-CHING_2009",2870,3860,"SSB-MT","MT",3650,4650,3650,4650,NA,NA,2870,3860,NA,NA
"NEFSC-HAD5Y-1977-2014-SISIMP2016","HAD5Y","NMFS","NEFSC","1977-2014",1977,2014,"Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","US East Coast","Gulf of Maine","USA-NMFS-5Y","Haddock Gulf of Maine","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",999,"","Current","USA",21,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1977,2014,1977,2014,1977,2014,2014,1,2010,2009,"NEFSC-HAD5Y-1977-2014-SISIMP2016_2010","NEFSC-HAD5Y-1977-2014-SISIMP2016_2009",4880,5740,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,4880,5740,NA,NA
"NWWG-HADFAPL-1955-2012-CHING","HADFAPL","ICES","NWWG","1955-2012",1955,2012,"VPA","XSA","Extended Survivor Analysis","multinational","Europe (non-EU)","Faroe Plateau","multinational-ICES-Vb1","Haddock Faroe Plateau","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/had-faro.pdf","Current","Faroe Islands",27,"NULL",NA,NA,NA,NA,NA,1957,2012,1957,2011,1957,2011,2011,7,2011,2010,"NWWG-HADFAPL-1955-2012-CHING_2011","NWWG-HADFAPL-1955-2012-CHING_2010",15200,20000,"SSB-MT","MT",22600,25400,22600,25400,NA,NA,15200,20000,NA,NA
"NWWG-HADFAPL-1955-2013-ICESIMP2016","HADFAPL","ICES","NWWG","1955-2013",1955,2013,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Faroe Plateau","multinational-ICES-Vb1","Haddock Faroe Plateau","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-faro.pdf","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2013,1957,2012,1957,2012,2012,6,2011,2010,"NWWG-HADFAPL-1955-2013-ICESIMP2016_2011","NWWG-HADFAPL-1955-2013-ICESIMP2016_2010",13500,18400,"SSB-MT","MT",21400,23100,21400,23100,NA,NA,13500,18400,NA,NA
"NWWG-HADFAPL-1955-2014-ICESIMP2016","HADFAPL","ICES","NWWG","1955-2014",1955,2014,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Faroe Plateau","multinational-ICES-Vb1","Haddock Faroe Plateau","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-faro.pdf","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2014,1957,2013,1957,2013,2013,5,2011,2010,"NWWG-HADFAPL-1955-2014-ICESIMP2016_2011","NWWG-HADFAPL-1955-2014-ICESIMP2016_2010",14600,19800,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,14600,19800,NA,NA
"NWWG-HADFAPL-1955-2015-ICESIMP2016","HADFAPL","ICES","NWWG","1955-2015",1955,2015,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Faroe Plateau","multinational-ICES-Vb1","Haddock Faroe Plateau","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-faro.pdf","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2015,1957,2014,1957,2014,2014,4,2011,2010,"NWWG-HADFAPL-1955-2015-ICESIMP2016_2011","NWWG-HADFAPL-1955-2015-ICESIMP2016_2010",12700,18000,"SSB-MT","MT",21500,22000,21500,22000,NA,NA,12700,18000,NA,NA
"NWWG-HADFAPL-1955-2016-ICESIMP2016","HADFAPL","ICES","NWWG","1955-2016",1955,2016,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Faroe Plateau","multinational-ICES-Vb1","Haddock Faroe Plateau","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-faro.pdf","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2016,1957,2015,1957,2015,2015,3,2011,2010,"NWWG-HADFAPL-1955-2016-ICESIMP2016_2011","NWWG-HADFAPL-1955-2016-ICESIMP2016_2010",11900,17400,"SSB-MT","MT",18500,20900,18500,20900,NA,NA,11900,17400,NA,NA
"NWWG-HADFAPL-1956-2017-ICESIMP2018","HADFAPL","ICES","NWWG","1956-2017",1956,2017,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Faroe Plateau","multinational-ICES-Vb1","Haddock Faroe Plateau","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.5b.pdf","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1957,2017,1957,2016,1957,2016,2016,2,2011,2010,"NWWG-HADFAPL-1956-2017-ICESIMP2018_2011","NWWG-HADFAPL-1956-2017-ICESIMP2018_2010",9600,12900,"SSB-MT","MT",16100,18000,16100,18000,NA,NA,9600,12900,NA,NA
"NWWG-HADFAPL-1956-2018-ICESIMP2018","HADFAPL","ICES","NWWG","1956-2018",1956,2018,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Faroe Plateau","multinational-ICES-Vb1","Haddock Faroe Plateau","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",999,"","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1957,2018,1957,2017,1957,2017,2017,1,2011,2010,"NWWG-HADFAPL-1956-2018-ICESIMP2018_2011","NWWG-HADFAPL-1956-2018-ICESIMP2018_2010",9110,12400,"SSB-MT","MT",15200,17300,15200,17300,NA,NA,9110,12400,NA,NA
"NEFSC-HADGB-1931-2010-CHING","HADGB","NMFS","NEFSC","1931-2010",1931,2010,"VPA","VPA","Virtual Population Analysis","USA","US East Coast","Georges Bank","USA-NMFS-GB","Haddock Georges Bank","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://nefsc.noaa.gov/publications/crd/crd1206/1206.pdf","Current","USA",21,"NULL",NA,NA,NA,NA,NA,1960,2010,1960,2010,1960,2010,2010,2,2010,2009,"NEFSC-HADGB-1931-2010-CHING_2010","NEFSC-HADGB-1931-2010-CHING_2009",167000,211000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,167000,211000,NA,NA
"NEFSC-HADGB-1960-2014-SISIMP2016","HADGB","NMFS","NEFSC","1960-2014",1960,2014,"VPA","VPA","Virtual Population Analysis","USA","US East Coast","Georges Bank","USA-NMFS-GB","Haddock Georges Bank","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",999,"","Current","USA",21,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1960,2014,1960,2014,1960,2014,2014,1,2010,2009,"NEFSC-HADGB-1960-2014-SISIMP2016_2010","NEFSC-HADGB-1960-2014-SISIMP2016_2009",104000,140000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,104000,140000,NA,NA
"NWWG-HADICE-1977-2012-CHING","HADICE","ICES","NWWG","1977-2012",1977,2012,"VPA","ADAPT","A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Haddock Iceland Grounds","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/had-iceg.pdf","Current","Iceland",27,"NULL",NA,NA,NA,NA,NA,1979,2012,1979,2011,1979,2011,2011,7,2011,2010,"NWWG-HADICE-1977-2012-CHING_2011","NWWG-HADICE-1977-2012-CHING_2010",91400,111000,"SSB-MT","MT",138000,162000,138000,162000,NA,NA,91400,111000,NA,NA
"NWWG-HADICE-1977-2013-ICESIMP2016","HADICE","ICES","NWWG","1977-2013",1977,2013,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Haddock Iceland Grounds","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-iceg.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1979,2013,1979,2012,1979,2012,2012,6,2011,2010,"NWWG-HADICE-1977-2013-ICESIMP2016_2011","NWWG-HADICE-1977-2013-ICESIMP2016_2010",97900,115000,"SSB-MT","MT",150000,169000,150000,169000,NA,NA,97900,115000,NA,NA
"NWWG-HADICE-1977-2014-ICESIMP2016","HADICE","ICES","NWWG","1977-2014",1977,2014,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Haddock Iceland Grounds","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-iceg.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1979,2014,1979,2013,1979,2013,2013,5,2011,2010,"NWWG-HADICE-1977-2014-ICESIMP2016_2011","NWWG-HADICE-1977-2014-ICESIMP2016_2010",96000,113000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,96000,113000,NA,NA
"NWWG-HADICE-1977-2015-ICESIMP2016","HADICE","ICES","NWWG","1977-2015",1977,2015,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Haddock Iceland Grounds","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-iceg.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1979,2015,1979,2014,1979,2014,2014,4,2011,2010,"NWWG-HADICE-1977-2015-ICESIMP2016_2011","NWWG-HADICE-1977-2015-ICESIMP2016_2010",97700,114000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,97700,114000,NA,NA
