"region","assessid","stockid","mgmt","assessor","years","start_year","report_year","assesssource","method","methodshort","methodlong","country","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes","OFL_pdf","ty_order","if_diff_5yrs","interval"
"Europe (EU)","WGCSE-PLAICIS-1980-2017-ICESIMP2018","PLAICIS","ICES","WGCSE","1980-2017",1980,2017,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ple.27.7a.pdf","Age-based analytical assessment (SAM)","Unknown","Age-based analytical assessment (SAM)","multinational","Irish Sea","multinational-ICES-VIIa","European plaice Irish Sea","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa","Pleuronectes platessa","European plaice",0,"Current","Great Britain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,"constant over years and different across ages ",NA,NA,1981,2017,1981,2016,1981,2016,2016,2,2016,2015,"WGCSE-PLAICIS-1980-2017-ICESIMP2018_2016","WGCSE-PLAICIS-1980-2017-ICESIMP2018_2015",NA,NA,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERbest-ratio","ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,"",0.164565,"Fmsy-1/yr",0.4805195,"",NA,NA,10392,NA,10392.1,"SSBtrigmsy-MT","",3,"N",1
"Europe (EU)","WGCSE-PLAICIS-1980-2018-ICESIMP2018","PLAICIS","ICES","WGCSE","1980-2018",1980,2018,"","Age-based analytical assessment (SAM)","Unknown","Age-based analytical assessment (SAM)","multinational","Irish Sea","multinational-ICES-VIIa","European plaice Irish Sea","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa","Pleuronectes platessa","European plaice",999,"Current","Great Britain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1981,2018,1981,2017,1981,2017,2017,1,2016,2015,"WGCSE-PLAICIS-1980-2018-ICESIMP2018_2016","WGCSE-PLAICIS-1980-2018-ICESIMP2018_2015",NA,NA,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERbest-ratio","ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1694,"",0.169369,"Fmsy-1/yr",0.4805195,"",NA,NA,10392,NA,10392,"SSBtrigmsy-MT","",3,"N",1
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1966-2016-ICESIMP2016","BLINGVb-VI-VII","ICES","WGDEEP","1966-2016",1966,2016,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/bli-5b67.pdf","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1995,2016,1995,2015,1966,2015,2015,2,2013,2012,"WGDEEP-BLINGVb-VI-VII-1966-2016-ICESIMP2016_2013","WGDEEP-BLINGVb-VI-VII-1966-2016-ICESIMP2016_2012",87000,84400,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,87000,84400,NA,NA,0.0351,0.042,"F-1/yr","1/yr",NA,NA,NA,NA,0.0351,0.042,NA,NA,NA,NA,0.12,"",0.12,"Fmsy-1/yr",0.17,"",NA,NA,75000,NA,75000,"SSBtrigmsy-MT",NA,1,"N",2
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016","BLINGVb-VI-VII","ICES","WGDEEP","1986-2014",1986,2014,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/bli-5b67.pdf","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1995,2014,1995,2013,1995,2013,2013,3,2013,2012,"WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016_2013","WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016_2012",63800,62900,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,63800,62900,NA,NA,0.0405,0.0462,"F-1/yr","1/yr",NA,NA,NA,NA,0.0405,0.0462,NA,NA,NA,NA,0.07,"",0.07,"Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",2
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1966-2018-ICESIMP2018","BLINGVb-VI-VII","ICES","WGDEEP","1966-2018",1966,2018,"","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",999,"Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1995,2018,1995,2017,1966,2017,2017,1,2013,2012,"WGDEEP-BLINGVb-VI-VII-1966-2018-ICESIMP2018_2013","WGDEEP-BLINGVb-VI-VII-1966-2018-ICESIMP2018_2012",84800,82200,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,84800,82200,NA,NA,0.0368,0.0458,"F-1/yr","1/yr",NA,NA,NA,NA,0.0368,0.0458,NA,NA,NA,NA,0.12,"",0.12,"Fmsy-1/yr",0.17,"",NA,NA,75000,NA,75000,"SSBtrigmsy-MT",NA,2,"N",4
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016","BLINGVb-VI-VII","ICES","WGDEEP","1986-2014",1986,2014,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/bli-5b67.pdf","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1995,2014,1995,2013,1995,2013,2013,3,2013,2012,"WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016_2013","WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016_2012",63800,62900,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,63800,62900,NA,NA,0.0405,0.0462,"F-1/yr","1/yr",NA,NA,NA,NA,0.0405,0.0462,NA,NA,NA,NA,0.07,"",0.07,"Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"N",4
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1966-2016-ICESIMP2016","BLINGVb-VI-VII","ICES","WGDEEP","1966-2016",1966,2016,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/bli-5b67.pdf","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1995,2016,1995,2015,1966,2015,2015,2,2015,2014,"WGDEEP-BLINGVb-VI-VII-1966-2016-ICESIMP2016_2015","WGDEEP-BLINGVb-VI-VII-1966-2016-ICESIMP2016_2014",NA,NA,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F-1/yr","1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,"",0.12,"Fmsy-1/yr",0.17,"",NA,NA,75000,NA,75000,"SSBtrigmsy-MT",NA,3,"N",2
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1966-2018-ICESIMP2018","BLINGVb-VI-VII","ICES","WGDEEP","1966-2018",1966,2018,"","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",999,"Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1995,2018,1995,2017,1966,2017,2017,1,2015,2014,"WGDEEP-BLINGVb-VI-VII-1966-2018-ICESIMP2018_2015","WGDEEP-BLINGVb-VI-VII-1966-2018-ICESIMP2018_2014",NA,NA,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F-1/yr","1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,"",0.12,"Fmsy-1/yr",0.17,"",NA,NA,75000,NA,75000,"SSBtrigmsy-MT",NA,3,"N",2
"Australia","CSIRO-SILVERFISHSE-1978-2006-FULTON","SILVERFISHSE","AFMA","CSIRO","1978-2006",1978,2006,"Received from CSIRO assessment team","Stock Synthesis v2.0 model","SS2","Stock Synthesis v2.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",0,"Current","Australia",81,"Based on fisheries data only","0.25","NULL","",NA,NA,1978,2006,1978,2006,1978,2006,2006,3,2006,2005,"CSIRO-SILVERFISHSE-1978-2006-FULTON_2006","CSIRO-SILVERFISHSE-1978-2006-FULTON_2005",14100,15000,"TBbest-MT","MT",14100,15000,14100,15000,NA,NA,10200,11400,NA,NA,0.017,0.35,"ERbest-ratio","ratio",0.017,0.35,0.017,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9927.456,"",NA,NA,"",1,"Y",8
"Australia","CSIRO-SILVERFISHSE-1980-2014-MOESENEDER","SILVERFISHSE","AFMA","CSIRO","1980-2014",1980,2014,"attached","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",0,"Current","Australia",81,"","0.3","NULL","Fem and Male","Pre-specified","",1980,2014,1980,2014,1980,2014,2014,2,2006,2005,"CSIRO-SILVERFISHSE-1980-2014-MOESENEDER_2006","CSIRO-SILVERFISHSE-1980-2014-MOESENEDER_2005",20900,22600,"TBbest-MT","MT",20900,22600,20900,22600,NA,NA,15200,14800,NA,NA,0.11,0.12,"ERbest-ratio","ratio",0.11,0.12,0.11,0.12,0.111,0.12,NA,NA,NA,NA,0.2222," Depends on selectivity ",0.126304,"Ftarget-1/yr",NA,NA,NA,NA,6170.933,"",11223,"SSBtarget-MT","",1,"Y",8
"Australia","CSIRO-SILVERFISHSE-1978-2006-FULTON","SILVERFISHSE","AFMA","CSIRO","1978-2006",1978,2006,"Received from CSIRO assessment team","Stock Synthesis v2.0 model","SS2","Stock Synthesis v2.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",0,"Current","Australia",81,"Based on fisheries data only","0.25","NULL","",NA,NA,1978,2006,1978,2006,1978,2006,2006,3,2006,2005,"CSIRO-SILVERFISHSE-1978-2006-FULTON_2006","CSIRO-SILVERFISHSE-1978-2006-FULTON_2005",14100,15000,"TBbest-MT","MT",14100,15000,14100,15000,NA,NA,10200,11400,NA,NA,0.017,0.35,"ERbest-ratio","ratio",0.017,0.35,0.017,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9927.456,"",NA,NA,"",2,"Y",11
"Australia","CSIRO-SILVERFISHSE-1980-2017-MOESENEDER","SILVERFISHSE","AFMA","CSIRO","1980-2017",1980,2017,"attached","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",999,"Current","Australia",81,"","0.3","NULL","Single Sex","Pre-specified","",1980,2017,1980,2017,1980,2017,2017,1,2006,2005,"CSIRO-SILVERFISHSE-1980-2017-MOESENEDER_2006","CSIRO-SILVERFISHSE-1980-2017-MOESENEDER_2005",15795.5,17185.7,"TBbest-MT","MT",15795.5,17185.7,15795.5,17185.7,NA,NA,10605.9,10012.9,NA,NA,0.1611885,0.1840502,"ERbest-ratio","ratio",0.1611885,0.1840502,0.1611885,0.1840502,0.151567,0.162241,NA,NA,NA,NA,0.2147," Depends on selectivity ",0.123751,"Ftarget-1/yr",NA,NA,NA,NA,5102.3754,"",9095.68,"SSBtarget-MT","",2,"Y",11
"Australia","CSIRO-SILVERFISHSE-1980-2014-MOESENEDER","SILVERFISHSE","AFMA","CSIRO","1980-2014",1980,2014,"attached","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",0,"Current","Australia",81,"","0.3","NULL","Fem and Male","Pre-specified","",1980,2014,1980,2014,1980,2014,2014,2,2014,2013,"CSIRO-SILVERFISHSE-1980-2014-MOESENEDER_2014","CSIRO-SILVERFISHSE-1980-2014-MOESENEDER_2013",NA,NA,"TBbest-MT","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERbest-ratio","ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2222," Depends on selectivity ",0.126304,"Ftarget-1/yr",NA,NA,NA,NA,6170.933,"",11223,"SSBtarget-MT","",3,"N",3
"Australia","CSIRO-SILVERFISHSE-1980-2017-MOESENEDER","SILVERFISHSE","AFMA","CSIRO","1980-2017",1980,2017,"attached","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",999,"Current","Australia",81,"","0.3","NULL","Single Sex","Pre-specified","",1980,2017,1980,2017,1980,2017,2017,1,2014,2013,"CSIRO-SILVERFISHSE-1980-2017-MOESENEDER_2014","CSIRO-SILVERFISHSE-1980-2017-MOESENEDER_2013",NA,NA,"TBbest-MT","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERbest-ratio","ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2147," Depends on selectivity ",0.123751,"Ftarget-1/yr",NA,NA,NA,NA,5102.3754,"",9095.68,"SSBtarget-MT","",3,"N",3
