"assessid","stockid","mgmt","assessor","years","start_year","report_year","method","methodshort","methodlong","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","assesssource","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes"
"AFSC-ATKABSAI-1977-2015-SISIMP2016","ATKABSAI","NMFS","AFSC","1977-2015",1977,2015,"Unknown","Unknown","Unknown","USA","US Alaska","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Atka mackerel Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Hexagrammidae","Pleurogrammus","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Atka mackerel",999,"","Current","USA",67,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1977,2015,1977,2015,1977,2014,2014,1,2009,2008,"AFSC-ATKABSAI-1977-2015-SISIMP2016_2009","AFSC-ATKABSAI-1977-2015-SISIMP2016_2008",822000,810000,"TBbest-MT","MT",822000,810000,822000,810000,NA,NA,243000,278000,NA,NA,0.0885644768856448,0.0717283950617284,"ERbest-ratio","ratio",0.0885644768856448,0.0717283950617284,NA,NA,0.202,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118697","B35%",NA,NA
"NIWA-AUSSALMONNZ-1929-2013-FU","AUSSALMONNZ","MFish","NIWA","1929-2013",1929,2013,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","New Zealand","New Zealand-MFish-NZ","Australian salmon New Zealand","Actinopterygii","Perciformes","Arripidae","Arripis","Arripis trutta","Arripis trutta","Australian salmon",999,"received from contact","Current","New Zealand",81,"NULL","0.2","NULL","",NA,NA,1929,2013,1929,2013,1930,2013,2013,1,2006,2005,"NIWA-AUSSALMONNZ-1929-2013-FU_2006","NIWA-AUSSALMONNZ-1929-2013-FU_2005",26500,25700,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,26500,25700,NA,NA,0.06,0.07,"F-1/yr","1/yr",NA,NA,NA,NA,0.06,0.07,NA,NA,NA,NA,NA,NA,"0.214638","F35%-1/yr",NA,NA,NA,NA,"17680","","22984","SB52%-MT"
"NIWA-AUSSALMONNZ-1975-2006-JENSEN","AUSSALMONNZ","MFish","NIWA","1975-2006",1975,2006,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","New Zealand","New Zealand-MFish-NZ","Australian salmon New Zealand","Actinopterygii","Perciformes","Arripidae","Arripis","Arripis trutta","Arripis trutta","Australian salmon",0,"received from contact","Current","New Zealand",81,"average of four model runs - no best or base model available, total biomass is from the middle of the fishing year, SSB is mid-spawn","0.18","NULL","",NA,NA,1975,2006,1975,2006,1975,2006,2006,2,2006,2005,"NIWA-AUSSALMONNZ-1975-2006-JENSEN_2006","NIWA-AUSSALMONNZ-1975-2006-JENSEN_2005",20200,20100,"SSB-MT","MT",22600,22400,22600,22400,NA,NA,20200,20100,NA,NA,0.105,0.115,"F-1/yr","1/yr",0.0991,0.111,0.0991,0.111,0.105,0.115,"0.119374719","ERmsy-ratio",NA,NA,"0.32","avg of 4 model runs",NA,NA,NA,NA,"28245.6790537032","TBmsy-calc-MT","12280.72932","avg of 4 model runs",NA,NA
"CSIRO-BGRDRNSWWA-1960-2012-MOESENEDER","BGRDRNSWWA","AFMA","CSIRO","1960-2012",1960,2012,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","Australia","Australia","New South Wales to Western Australia","Australia-AFMA-NSWWA","Blue grenadier New South Wales to Western Australia","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus novaezelandiae","Macruronus novaezelandiae","Hoki",0,"attached","Current","Australia",57,"","0.147378","NULL","Fem and Male","Estimated","",1960,2012,1960,2012,1960,2012,2012,2,2012,2011,"CSIRO-BGRDRNSWWA-1960-2012-MOESENEDER_2012","CSIRO-BGRDRNSWWA-1960-2012-MOESENEDER_2011",75700,73100,"TBbest-MT","MT",75700,73100,75700,73100,NA,NA,28600,32100,NA,NA,0.0555,0.0586,"ERbest-ratio","ratio",0.0555,0.0586,0.0555,0.0586,0.0566,0.0599,NA,NA,NA,NA,"0.16529547"," Depends on selectivity ","0.0966617","Ftarget-1/yr",NA,NA,NA,NA,"10525.15928","","17671.3","SSBtarget-MT"
"CSIRO-BGRDRNSWWA-1960-2017-MOESENEDER","BGRDRNSWWA","AFMA","CSIRO","1960-2017",1960,2017,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","Australia","Australia","New South Wales to Western Australia","Australia-AFMA-NSWWA","Blue grenadier New South Wales to Western Australia","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus novaezelandiae","Macruronus novaezelandiae","Hoki",999,"attached","Current","Australia",57,"","0.174052 and 0.18232","NULL","Fem and Male","Estimated","",1960,2017,1960,2017,1960,2017,2017,1,2012,2011,"CSIRO-BGRDRNSWWA-1960-2017-MOESENEDER_2012","CSIRO-BGRDRNSWWA-1960-2017-MOESENEDER_2011",72361,69278.8,"TBbest-MT","MT",72361,69278.8,72361,69278.8,NA,NA,23714.5,27892.1,NA,NA,0.05934412,0.06213804,"ERbest-ratio","ratio",0.05934412,0.06213804,0.05934412,0.06213804,0.0573299,0.0672706,NA,NA,NA,NA,"0.122208912"," Depends on selectivity ","0.0807307","Ftarget-1/yr",NA,NA,NA,NA,"14340.70595","","25876.1","SSBtarget-MT"
"ICCAT-BIGEYEATL-1950-2010-CHING","BIGEYEATL","ICCAT","ICCAT","1950-2010",1950,2010,"Biomass dynamics model","ASPIC","Surplus production model","multinational","Atlantic Ocean","Atlantic Ocean","multinational-ICCAT-ATL","Bigeye tuna Atlantic Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",0,"www.iccat.int/Documents/Meetings/Docs/2010_BET_Assessment_REP_ENG.pdf","Current","Japan",34,"Data provided directly from Laurie Kell. Not clear which model used for these results or if a combination of models were used, but likely to be ASPIC results.",NA,NA,NA,NA,NA,1950,2010,1950,2009,1950,2009,2009,2,2009,2008,"ICCAT-BIGEYEATL-1950-2010-CHING_2009","ICCAT-BIGEYEATL-1950-2010-CHING_2008",423000,403000,"TBbest-MT","MT",423000,403000,423000,403000,NA,NA,NA,NA,NA,NA,0.208,0.172,"ERbest-ratio","ratio",0.208,0.172,0.208,0.172,0.209,0.168,"0.215708974255064","ERmsy-calc-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"426500.567803058","TBmsy-extr-MT",NA,NA,NA,NA
"ICCAT-BIGEYEATL-1950-2016-PONS","BIGEYEATL","ICCAT","ICCAT","1950-2016",1950,2016,"Biomass dynamics model","ASPIC","Surplus production model","multinational","Atlantic Ocean","Atlantic Ocean","multinational-ICCAT-ATL","Bigeye tuna Atlantic Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",999,"http://iccat.es/Documents/Meetings/Docs/2015_BET%20ASSESS_REPORT_ENG.pdf","Current","Japan",34,"NULL",NA,NA,NA,NA,NA,1950,2014,1950,2014,1951,2016,2014,1,2009,2008,"ICCAT-BIGEYEATL-1950-2016-PONS_2009","ICCAT-BIGEYEATL-1950-2016-PONS_2008",393000,374000,"TBbest-MT","MT",393000,374000,393000,374000,NA,NA,NA,NA,NA,NA,0.204580152671756,0.181016042780749,"ERbest-ratio","ratio",0.204580152671756,0.181016042780749,NA,NA,0.214,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"451459.757227662","TBmsy-extr-MT",NA,NA,NA,NA
"SPC-BIGEYECWPAC-1950-2015-PONS","BIGEYECWPAC","WCPFC","SPC","1950-2015",1950,2015,"Statistical catch at age model","MULTIFAN-CL","A length-based, age and spatially-structured model for fisheries stock assessment","multinational","Pacific Ocean","Central Western Pacific Ocean","multinational-WCPFC-CWPAC","Bigeye tuna Central Western Pacific Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",999,"NULL","Current","Japan",71,"NULL",NA,NA,NA,NA,NA,1952,2015,1952,2015,1950,2015,2015,1,2006,2005,"SPC-BIGEYECWPAC-1950-2015-PONS_2006","SPC-BIGEYECWPAC-1950-2015-PONS_2005",1440000,1480000,"TBbest-MT","MT",1440000,1480000,1440000,1480000,NA,NA,950000,942000,NA,NA,0.109722222222222,0.1,"ERbest-ratio","ratio",0.109722222222222,0.1,NA,NA,0.32,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPC-BIGEYECWPAC-1952-2006-JENSEN","BIGEYECWPAC","WCPFC","SPC","1952-2006",1952,2006,"Statistical catch at age model","MULTIFAN-CL","A length-based, age and spatially-structured model for fisheries stock assessment","multinational","Pacific Ocean","Central Western Pacific Ocean","multinational-WCPFC-CWPAC","Bigeye tuna Central Western Pacific Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",0,"http://www.wcpfc.int/sc4/pdf/SC4-SA-WP1-rev.1%20%5BBET%20Assessment%5D.pdf","Current","Japan",71,"data are from MULTIFAN-CL output files, not the assessment document",NA,NA,NA,NA,NA,1952,2006,1952,2006,1952,2006,2006,3,2006,2005,"SPC-BIGEYECWPAC-1952-2006-JENSEN_2006","SPC-BIGEYECWPAC-1952-2006-JENSEN_2005",301000,324000,"TBbest-MT","MT",301000,324000,301000,324000,NA,NA,108000,122000,NA,NA,0.356,0.407,"ERbest-ratio","ratio",0.356,0.407,0.356,0.407,NA,NA,"0.2588","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"249600","TBmsy-MT","102200","adult biomass",NA,NA
"SPC-BIGEYECWPAC-1952-2012-PONS","BIGEYECWPAC","WCPFC","SPC","1952-2012",1952,2012,"Statistical catch at age model","MULTIFAN-CL","A length-based, age and spatially-structured model for fisheries stock assessment","multinational","Pacific Ocean","Central Western Pacific Ocean","multinational-WCPFC-CWPAC","Bigeye tuna Central Western Pacific Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",0,"http://www.spc.int/OceanFish/en/publications/cat_view/116-ofp-publications-a-documents/131-stock-assessment-and-modelling/181-stock-assessments/229-input-and-result-files/366-2014/367-bigeye","Current","Japan",71,"data are from MULTIFAN-CL output files, at: http://www.spc.int/OceanFish/en/publications/cat_view/116-ofp-publications-a-documents/131-stock-assessment-and-modelling/181-stock-assessments/229-input-and-result-files/366-2014/367-bigeye",NA,NA,NA,NA,NA,1952,2011,1952,2011,1952,2012,2011,2,2006,2005,"SPC-BIGEYECWPAC-1952-2012-PONS_2006","SPC-BIGEYECWPAC-1952-2012-PONS_2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.039","","0.039","Fmsy-1/yr",NA,NA,NA,NA,"345400","","345400","SSBmsy-MT"
"IATTC-BIGEYEEPAC-1954-2012-PONS","BIGEYEEPAC","IATTC","IATTC","1954-2012",1954,2012,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","multinational","Pacific Ocean","Eastern Pacific","multinational-IATTC-EPAC","Bigeye tuna Eastern Pacific","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",0,"http://www.iattc.org/Meetings/Meetings2014/MAYSAC/PDFs/SAC-05-08a-BET-assessment-2013.pdf","Current","Japan",77,"data was provided by assessContact",NA,NA,NA,NA,NA,1976,2012,1976,2012,1954,2012,2012,2,2012,2011,"IATTC-BIGEYEEPAC-1954-2012-PONS_2012","IATTC-BIGEYEEPAC-1954-2012-PONS_2011",397164.6,401367.4,"TBbest-MT","MT",397164.6,401367.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.262820024745408","ERmsy-calc-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"420280","TBmsy-MT","105164","",NA,NA
"IATTC-BIGEYEEPAC-1954-2016-PONS","BIGEYEEPAC","IATTC","IATTC","1954-2016",1954,2016,"Unknown","Unknown","Unknown","multinational","Pacific Ocean","Eastern Pacific","multinational-IATTC-EPAC","Bigeye tuna Eastern Pacific","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",999,"NULL","Current","Japan",77,"NULL",NA,NA,NA,NA,NA,1975,2016,1975,2016,1954,2016,2016,1,2012,2011,"IATTC-BIGEYEEPAC-1954-2016-PONS_2012","IATTC-BIGEYEEPAC-1954-2016-PONS_2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78000,92700,NA,NA,1.17,1.08,"F-1/yr","1/yr",NA,NA,NA,NA,1.17,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IOTC-BIGEYEIO-1950-2014-PONS","BIGEYEIO","IOTC","IOTC","1950-2014",1950,2014,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","multinational","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Bigeye tuna Indian Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",0,"http://www.iotc.org/documents/stock-assessment-bigeye-tuna-indian-ocean-2012","Current","Indonesia",51,"data are from SS3 output files, not the assessment document",NA,NA,NA,NA,NA,1952,2011,1952,2011,1950,2014,2011,2,2011,2010,"IOTC-BIGEYEIO-1950-2014-PONS_2011","IOTC-BIGEYEIO-1950-2014-PONS_2010",607000,566000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,607000,566000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464949","",NA,NA
"IOTC-BIGEYEIO-1950-2016-PONS","BIGEYEIO","IOTC","IOTC","1950-2016",1950,2016,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","multinational","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Bigeye tuna Indian Ocean","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus obesus","Thunnus obesus","Bigeye tuna",999,"http://www.iotc.org/science/status-summary-species-tuna-and-tuna-species-under-iotc-mandate-well-other-species-impacted-iotc","Current","Indonesia",51,"NULL",NA,NA,NA,NA,NA,1974,2015,1975,2015,1950,2016,2015,1,2011,2010,"IOTC-BIGEYEIO-1950-2016-PONS_2011","IOTC-BIGEYEIO-1950-2016-PONS_2010",763000,713000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,763000,713000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSIRO-BIGHTREDSE-1958-2007-FULTON","BIGHTREDSE","AFMA","CSIRO","1958-2007",1958,2007,"Integrated Analysis","SS2","Stock Synthesis v2.0 model","Australia","Australia","Southeast Australia","Australia-AFMA-SE","Bight redfish Southeast Australia","Actinopterygii","Beryciformes","Berycidae","Centroberyx","Centroberyx gerrardi","Centroberyx gerrardi","Bight redfish",0,"Received from CSIRO assessment team","Current","Australia",81,"Based on fisheries data only","0.1","2007","",NA,NA,1958,2007,1958,2006,1958,2006,2006,2,2006,2005,"CSIRO-BIGHTREDSE-1958-2007-FULTON_2006","CSIRO-BIGHTREDSE-1958-2007-FULTON_2005",54000,54600,"TBbest-MT","MT",54000,54600,54000,54600,NA,NA,16000,16500,NA,NA,0.0428,0.0317,"ERbest-ratio","ratio",0.0428,0.0317,0.0428,0.0317,NA,NA,"0.04","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16240.128","",NA,NA
"CSIRO-BIGHTREDSE-1960-2014-MOESENEDER","BIGHTREDSE","AFMA","CSIRO","1960-2014",1960,2014,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","Australia","Australia","Southeast Australia","Australia-AFMA-SE","Bight redfish Southeast Australia","Actinopterygii","Beryciformes","Berycidae","Centroberyx","Centroberyx gerrardi","Centroberyx gerrardi","Bight redfish",999,"attached","Current","Australia",81,"","0.105997","NULL","Fem and Male","Estimated","",1960,2014,1960,2014,1960,2014,2014,1,2006,2005,"CSIRO-BIGHTREDSE-1960-2014-MOESENEDER_2006","CSIRO-BIGHTREDSE-1960-2014-MOESENEDER_2005",12300,12700,"TBbest-MT","MT",12300,12700,12300,12700,NA,NA,3550,3710,NA,NA,0.0829,0.0623,"ERbest-ratio","ratio",0.0829,0.0623,0.0829,0.0623,0.0836,0.0628,NA,NA,NA,NA,"0.103490684"," Depends on selectivity ","0.0613598","Ftarget-1/yr",NA,NA,NA,NA,"1234.693965","","2301.69","SSBtarget-MT"
"WGHANSA-BJMACKXa2-1978-2016-ICESIMP2016","BJMACKXa2","ICES","WGHANSA","1978-2016",1978,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Azores","multinational-ICES-Xa2","Blue jack mackerel Azores","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus picturatus","Trachurus picturatus","Blue jack mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/jaa-10.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,2015,2015,2,2015,2014,"WGHANSA-BJMACKXa2-1978-2016-ICESIMP2016_2015","WGHANSA-BJMACKXa2-1978-2016-ICESIMP2016_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGHANSA-BJMACKXa2-1978-2017-ICESIMP2018","BJMACKXa2","ICES","WGHANSA","1978-2017",1978,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Azores","multinational-ICES-Xa2","Blue jack mackerel Azores","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus picturatus","Trachurus picturatus","Blue jack mackerel",999,"","Current","Portugal",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,2017,2017,1,2015,2014,"WGHANSA-BJMACKXa2-1978-2017-ICESIMP2018_2015","WGHANSA-BJMACKXa2-1978-2017-ICESIMP2018_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-BKSFNEATL-1988-2017-ICESIMP2018","BKSFNEATL","ICES","WGDEEP","1988-2017",1988,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Northeast Atlantic","multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV","Black scabbardfish Northeast Atlantic","Actinopterygii","Perciformes","Trichiuridae","Aphanopus","Aphanopus carbo","Aphanopus carbo","Black scabbardfish",999,"","Current","Portugal",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,2001,2016,1988,2017,2016,1,2013,2012,"WGDEEP-BKSFNEATL-1988-2017-ICESIMP2018_2013","WGDEEP-BKSFNEATL-1988-2017-ICESIMP2018_2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0677,0.0653,"ERbest-ratio","ratio",0.0677,0.0653,0.0677,0.0653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-BKSFNEATL-2001-2013-ICESIMP2018","BKSFNEATL","ICES","WGDEEP","2001-2013",2001,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Northeast Atlantic","multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV","Black scabbardfish Northeast Atlantic","Actinopterygii","Perciformes","Trichiuridae","Aphanopus","Aphanopus carbo","Aphanopus carbo","Black scabbardfish",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/bsf-nea.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,2001,2013,NA,NA,2013,2,2013,2012,"WGDEEP-BKSFNEATL-2001-2013-ICESIMP2018_2013","WGDEEP-BKSFNEATL-2001-2013-ICESIMP2018_2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0216,0.0229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-BLINGI-II-IIIa-IVa-VIII-IX-XII-1988-2015-ICESIMP2016","BLINGI-II-IIIa-IVa-VIII-IX-XII","ICES","WGDEEP","1988-2015",1988,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 1-2-3a-4a-8-9-12","multinational-ICES-I-II-IIIa-IVa-VIII-IX-XII","Blue ling ICES 1-2-3a-4a-8-9-12","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/bli-oth.pdf","Current","Spain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2014,2014,2,2014,2013,"WGDEEP-BLINGI-II-IIIa-IVa-VIII-IX-XII-1988-2015-ICESIMP2016_2014","WGDEEP-BLINGI-II-IIIa-IVa-VIII-IX-XII-1988-2015-ICESIMP2016_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-BLINGI-II-IIIa-IVa-VIII-IX-XII-1988-2016-ICESIMP2018","BLINGI-II-IIIa-IVa-VIII-IX-XII","ICES","WGDEEP","1988-2016",1988,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 1-2-3a-4a-8-9-12","multinational-ICES-I-II-IIIa-IVa-VIII-IX-XII","Blue ling ICES 1-2-3a-4a-8-9-12","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/bli.27.nea.pdf","Current","Spain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016,2016,1,2014,2013,"WGDEEP-BLINGI-II-IIIa-IVa-VIII-IX-XII-1988-2016-ICESIMP2018_2014","WGDEEP-BLINGI-II-IIIa-IVa-VIII-IX-XII-1988-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-BLINGVa-XIV-2000-2016-ICESIMP2016","BLINGVa-XIV","ICES","WGDEEP","2000-2016",2000,2016,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","ICES 5a-14","multinational-ICES-Va-XIV","Blue ling ICES 5a-14","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/bli-5a14.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2015,2015,3,2015,2014,"WGDEEP-BLINGVa-XIV-2000-2016-ICESIMP2016_2015","WGDEEP-BLINGVa-XIV-2000-2016-ICESIMP2016_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-BLINGVa-XIV-2000-2016-ICESIMP2018","BLINGVa-XIV","ICES","WGDEEP","2000-2016",2000,2016,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","ICES 5a-14","multinational-ICES-Va-XIV","Blue ling ICES 5a-14","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/bli.27.5a14.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,2000,2016,2000,2016,2016,2,2015,2014,"WGDEEP-BLINGVa-XIV-2000-2016-ICESIMP2018_2015","WGDEEP-BLINGVa-XIV-2000-2016-ICESIMP2018_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,1.18,"F-1/yr","1/yr",NA,NA,NA,NA,1.62,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-BLINGVa-XIV-2000-2017-ICESIMP2018","BLINGVa-XIV","ICES","WGDEEP","2000-2017",2000,2017,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","ICES 5a-14","multinational-ICES-Va-XIV","Blue ling ICES 5a-14","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",999,"","Current","Iceland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,2017,1,2015,2014,"WGDEEP-BLINGVa-XIV-2000-2017-ICESIMP2018_2015","WGDEEP-BLINGVa-XIV-2000-2017-ICESIMP2018_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
