"region","assessid","stockid","mgmt","assessor","years","start_year","report_year","assesssource","method","methodshort","methodlong","country","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","instFmsy","instFmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes","OFL_pdf","ty_order","if_diff_5yrs","interval","TB_by_TBmsy","SSB_by_SSBmsy","InstF_by_InstFmsy","ER_by_ERmsy","OFL_instF","OFL_instF_2","OFL_ER","Bmsy","Bmsy_type","Fmsy","Fmsy_type","B_by_Bmsy","B_by_Bmsy_type","F_by_Fmsy","F_by_Fmsy_type","OFL_ty","OFL_ty_type"
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1966-2016-ICESIMP2016","BLINGVb-VI-VII","ICES","WGDEEP","1966-2016",1966,2016,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/bli-5b67.pdf","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1995,2016,1995,2015,1966,2015,2015,2,2013,2012,"WGDEEP-BLINGVb-VI-VII-1966-2016-ICESIMP2016_2013","WGDEEP-BLINGVb-VI-VII-1966-2016-ICESIMP2016_2012",87000,84400,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,87000,84400,NA,NA,0.0351,0.042,"F-1/yr","1/yr",NA,NA,NA,NA,0.0351,0.042,NA,NA,NA,NA,0.12,"",0.12,"Fmsy-1/yr",0.17,"",NA,NA,75000,NA,75000,"SSBtrigmsy-MT",NA,1,"N",2,NA,1.16,0.2925,NA,NA,9837.9220056073,NA,75000,"SSBmsy",0.12,"instFmsy",1.16,"SSB_by_SSBmsy",0.2925,"InstF_by_InstFmsy",9837.9220056073,"OFL_instF_2"
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016","BLINGVb-VI-VII","ICES","WGDEEP","1986-2014",1986,2014,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/bli-5b67.pdf","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1995,2014,1995,2013,1995,2013,2013,3,2013,2012,"WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016_2013","WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016_2012",63800,62900,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,63800,62900,NA,NA,0.0405,0.0462,"F-1/yr","1/yr",NA,NA,NA,NA,0.0405,0.0462,NA,NA,NA,NA,0.07,"",0.07,"Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",2,NA,NA,0.578571428571429,NA,NA,4313.2742900005,NA,NA,"SSBmsy",0.07,"instFmsy",NA,NA,0.578571428571429,"InstF_by_InstFmsy",4313.2742900005,"OFL_instF_2"
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1966-2018-ICESIMP2018","BLINGVb-VI-VII","ICES","WGDEEP","1966-2018",1966,2018,"","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",999,"Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1995,2018,1995,2017,1966,2017,2017,1,2013,2012,"WGDEEP-BLINGVb-VI-VII-1966-2018-ICESIMP2018_2013","WGDEEP-BLINGVb-VI-VII-1966-2018-ICESIMP2018_2012",84800,82200,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,84800,82200,NA,NA,0.0368,0.0458,"F-1/yr","1/yr",NA,NA,NA,NA,0.0368,0.0458,NA,NA,NA,NA,0.12,"",0.12,"Fmsy-1/yr",0.17,"",NA,NA,75000,NA,75000,"SSBtrigmsy-MT",NA,2,"N",4,NA,1.13066666666667,0.306666666666667,NA,NA,9589.14696638505,NA,75000,"SSBmsy",0.12,"instFmsy",1.13066666666667,"SSB_by_SSBmsy",0.306666666666667,"InstF_by_InstFmsy",9589.14696638505,"OFL_instF_2"
"Europe (EU)","WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016","BLINGVb-VI-VII","ICES","WGDEEP","1986-2014",1986,2014,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/bli-5b67.pdf","Multi-Year Catch Curves (MYCC)","Unknown","A model fitted to age composition and total catch in order to estimate annual total mortality (Z)","multinational","ICES 5b-6-7","multinational-ICES-Vb-VI-VII","Blue ling ICES 5b-6-7","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling",0,"Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1995,2014,1995,2013,1995,2013,2013,3,2013,2012,"WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016_2013","WGDEEP-BLINGVb-VI-VII-1986-2014-ICESIMP2016_2012",63800,62900,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,63800,62900,NA,NA,0.0405,0.0462,"F-1/yr","1/yr",NA,NA,NA,NA,0.0405,0.0462,NA,NA,NA,NA,0.07,"",0.07,"Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"N",4,NA,NA,0.578571428571429,NA,NA,4313.2742900005,NA,NA,"SSBmsy",0.07,"instFmsy",NA,NA,0.578571428571429,"InstF_by_InstFmsy",4313.2742900005,"OFL_instF_2"
"Australia","CSIRO-SILVERFISHSE-1978-2006-FULTON","SILVERFISHSE","AFMA","CSIRO","1978-2006",1978,2006,"Received from CSIRO assessment team","Stock Synthesis v2.0 model","SS2","Stock Synthesis v2.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",0,"Current","Australia",81,"Based on fisheries data only",0.25,"NULL","",NA,NA,1978,2006,1978,2006,1978,2006,2006,3,2006,2005,"CSIRO-SILVERFISHSE-1978-2006-FULTON_2006","CSIRO-SILVERFISHSE-1978-2006-FULTON_2005",14100,15000,"TBbest-MT","MT",14100,15000,14100,15000,NA,NA,10200,11400,NA,NA,0.017,0.35,"ERbest-ratio","ratio",0.017,0.35,0.017,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9927.456,"",NA,NA,NA,1,"Y",8,NA,1.02745355909913,NA,NA,NA,NA,NA,9927.456,"SSBmsy",NA,"instFmsy",1.02745355909913,"SSB_by_SSBmsy",NA,NA,NA,NA
"Australia","CSIRO-SILVERFISHSE-1980-2014-MOESENEDER","SILVERFISHSE","AFMA","CSIRO","1980-2014",1980,2014,"attached","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",0,"Current","Australia",81,"",0.3,"NULL","Fem and Male","Pre-specified",NA,1980,2014,1980,2014,1980,2014,2014,2,2006,2005,"CSIRO-SILVERFISHSE-1980-2014-MOESENEDER_2006","CSIRO-SILVERFISHSE-1980-2014-MOESENEDER_2005",20900,22600,"TBbest-MT","MT",20900,22600,20900,22600,NA,NA,15200,14800,NA,NA,0.11,0.12,"ERbest-ratio","ratio",0.11,0.12,0.11,0.12,0.111,0.12,NA,NA,NA,NA,0.2222," Depends on selectivity ",0.126304,"Ftarget-1/yr",NA,NA,NA,NA,6170.933,"",11223,"SSBtarget-MT",NA,1,"Y",8,NA,2.46316075705246,0.4995499549955,NA,3617.59069404734,4164.21637686824,NA,6170.933,"SSBmsy",0.2222,"instFmsy",2.46316075705246,"SSB_by_SSBmsy",0.4995499549955,"InstF_by_InstFmsy",3617.59069404734,"OFL_instF"
"Australia","CSIRO-SILVERFISHSE-1978-2006-FULTON","SILVERFISHSE","AFMA","CSIRO","1978-2006",1978,2006,"Received from CSIRO assessment team","Stock Synthesis v2.0 model","SS2","Stock Synthesis v2.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",0,"Current","Australia",81,"Based on fisheries data only",0.25,"NULL","",NA,NA,1978,2006,1978,2006,1978,2006,2006,3,2006,2005,"CSIRO-SILVERFISHSE-1978-2006-FULTON_2006","CSIRO-SILVERFISHSE-1978-2006-FULTON_2005",14100,15000,"TBbest-MT","MT",14100,15000,14100,15000,NA,NA,10200,11400,NA,NA,0.017,0.35,"ERbest-ratio","ratio",0.017,0.35,0.017,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9927.456,"",NA,NA,NA,2,"Y",11,NA,1.02745355909913,NA,NA,NA,NA,NA,9927.456,"SSBmsy",NA,"instFmsy",1.02745355909913,"SSB_by_SSBmsy",NA,NA,NA,NA
"Australia","CSIRO-SILVERFISHSE-1980-2017-MOESENEDER","SILVERFISHSE","AFMA","CSIRO","1980-2017",1980,2017,"attached","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","Australia","Southeast Australia","Australia-AFMA-SE","Silverfish Southeast Australia","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silverfish",999,"Current","Australia",81,"",0.3,"NULL","Single Sex","Pre-specified",NA,1980,2017,1980,2017,1980,2017,2017,1,2006,2005,"CSIRO-SILVERFISHSE-1980-2017-MOESENEDER_2006","CSIRO-SILVERFISHSE-1980-2017-MOESENEDER_2005",15795.5,17185.7,"TBbest-MT","MT",15795.5,17185.7,15795.5,17185.7,NA,NA,10605.9,10012.9,NA,NA,0.1611885,0.1840502,"ERbest-ratio","ratio",0.1611885,0.1840502,0.1611885,0.1840502,0.151567,0.162241,NA,NA,NA,NA,0.2147," Depends on selectivity ",0.123751,"Ftarget-1/yr",NA,NA,NA,NA,5102.3754,"",9095.68,"SSBtarget-MT",NA,2,"Y",11,NA,2.07862008742046,0.705947834187238,NA,2650.83694750269,3051.95219073856,NA,5102.3754,"SSBmsy",0.2147,"instFmsy",2.07862008742046,"SSB_by_SSBmsy",0.705947834187238,"InstF_by_InstFmsy",2650.83694750269,"OFL_instF"
"Australia","CSIRO-SWHITSE-1945-2007-FULTON","SWHITSE","AFMA","CSIRO","1945-2007",1945,2007,"Received from CSIRO assessment team","Stock Synthesis v2.0 model","SS2","Stock Synthesis v2.0 model","Australia","Southeast Australia","Australia-AFMA-SE","School whiting Southeast Australia","Actinopterygii","Perciformes","Sillaginidae","Sillago","Sillago flindersi","Sillago flindersi","School whiting",0,"Current","Australia",57,"Based on fisheries data only",0.5,"2005","",NA,NA,1945,2007,1945,2007,1945,2007,2007,3,2007,2006,"CSIRO-SWHITSE-1945-2007-FULTON_2007","CSIRO-SWHITSE-1945-2007-FULTON_2006",7770,7690,"TBbest-MT","MT",7770,7690,7770,7690,NA,NA,2480,2600,NA,NA,0.195624195624196,0.211963589076723,"ERbest-ratio","ratio",0.195624195624196,0.211963589076723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3734.3088,"",NA,NA,NA,1,"N",1,NA,0.664112191257456,NA,NA,NA,NA,NA,3734.3088,"SSBmsy",NA,"instFmsy",0.664112191257456,"SSB_by_SSBmsy",NA,NA,NA,NA
"Australia","CSIRO-SWHITSE-1947-2008-MOESENEDER","SWHITSE","AFMA","CSIRO","1947-2008",1947,2008,"attached","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","Australia","Southeast Australia","Australia-AFMA-SE","School whiting Southeast Australia","Actinopterygii","Perciformes","Sillaginidae","Sillago","Sillago flindersi","Sillago flindersi","School whiting",0,"Current","Australia",57,"",0.5342,"NULL","Fem and Male","Estimated",NA,1947,2008,1947,2008,1947,2008,2008,2,2007,2006,"CSIRO-SWHITSE-1947-2008-MOESENEDER_2007","CSIRO-SWHITSE-1947-2008-MOESENEDER_2006",9160,8870,"TBbest-MT","MT",9160,8870,9160,8870,NA,NA,3290,3540,NA,NA,0.192,0.185,"ERbest-ratio","ratio",0.192,0.185,0.192,0.185,0.201,0.195,NA,NA,NA,NA,0.332," Depends on selectivity ",0.187025,"Ftarget-1/yr",NA,NA,NA,NA,1872.562,"",4000.68,"SSBtarget-MT",NA,1,"N",1,NA,1.7569511717102,0.605421686746988,NA,2034.38852766424,2587.8161226533,NA,1872.562,"SSBmsy",0.332,"instFmsy",1.7569511717102,"SSB_by_SSBmsy",0.605421686746988,"InstF_by_InstFmsy",2034.38852766424,"OFL_instF"
